vpdmfId	journalTitle	nlmId	abbr	ISSN
16315	Hesperian Foundation news	101085191	Hesperian Found News	XXXX-XXXX
16316	Quarterly population bulletin. New Zealand. Dept. of Statistics	101085195	Q Popul Bull	0110-4055
16317	Sample registration bulletin	101085199	Sample Regist Bull	0258-0853
16318	Journal of economic issues	101085204	J Econ Issues	0021-3624
16319	Journal of ethnic and migration studies	101085207	J Ethn Migr Stud	1369-183X
16320	Journal of marketing	101085208	J Mark	0022-2429
16321	Sojourn (Singapore)	101085216	Sojourn	0217-9520
16322	Revista de estudios de la vida local	101085222	Rev Estud Vida Local	0034-8163
16323	Statistical information bulletin for Africa = Bulletin d'information statistique pour l'Afrique	101085223	Stat Inf Bull Afr	XXXX-XXXX
16324	Revista centroamericana de economia	101085225	Rev Centroam Econ	0254-4210
16325	Zeitschrift fur Soziologie	101085232	Z Soziol	0340-1804
16326	The Town planning review	101085245	Town Plan Rev	0041-0020
16327	China population research newsletter	101085254	China Popul Res Newsl	1044-7067
16328	Development Southern Africa	101085257	Dev South Afr	0376-835X
16329	The Canadian journal of regional science = La revue canadienne des sciences regionales	101085285	Can J Reg Sci	0705-4580
16330	L'Economie de la Reunion	101085289	Econ Reun	0750-0769
16331	Gaceta CONASIDA / Consejo Nacional para la Prevencion y Control del SIDA	101085296	Gac CONASIDA	XXXX-XXXX
16332	The George Wright forum	101085298	George Wright Forum	0732-4715
16333	Indian journal of social science	101085304	Indian J Soc Sci	XXXX-XXXX
16334	"Cahiers d'etudes sur la Mediterranee orientale et le monde turco-iranien / Fondation nationale des science politiques, Centre d'etudes et de recherches internationales"	101085308	Cah Mediterr Orient Monde Turco Iran	0764-9878
16335	Norois	101085329	Norois	0029-182X
16336	The Review of economic studies	101085345	Rev Econ Stud	0034-6527
16337	Sudan journal of population studies	101085367	Sudan J Popul Stud	XXXX-XXXX
16338	Bien-naitre / Association beninoise pour la promotion de la famille. Association beninoise pour la promotion de la famille	101085379	Bien Naitre	XXXX-XXXX
16339	Europa-Archiv	101085294	Europa Archiv	0014-2476
16340	The Journal of peasant studies	101085258	J Peasant Stud	0306-6150
16341	Journal of regional policy	101085260	J Reg Policy	0394-3933
16342	MCH news PAC	101085263	MCH News PAC	XXXX-XXXX
16343	Mitteilungsblatt. Osterreichische Gesellschaft fur Statistik und Informatik	101085264	Mittbl Osterr Ges Stat Inform	1015-6801
16344	Mountain research and development	101085265	Mt Res Dev	0276-4741
16345	NASPCP newsletter / National AIDS/STD Prevention and Control Program. National AIDS/STD Prevention and Control Program (Philippines)	101085266	NASPCP Newsl	XXXX-XXXX
16346	Atlantic economic journal : AEJ	101085270	Atl Econ J	0197-4254
16347	The Australian economic review / Institute of Applied Economic Research	101085272	Aust Econ Rev	0004-9018
16348	Population dynamics quarterly	101085273	Popul Dyn Q	0147-4065
16349	BERC bulletin / Basic Education Resource Centre	101085274	BERC Bull	XXXX-XXXX
16350	PP news	101085277	PP News	0193-2357
16351	Bulletin of concerned Asian scholars	101085279	Bull Concern Asian Sch	0007-4810
16352	Psychological studies in population/family planning	101085282	Psychol Stud Popul Fam Plan	XXXX-XXXX
16353	Revue science et technique. Serie Sciences humaines / Delegation generale a la recherche scientifique et technique = Science and technology review. Social sciences series / General Delegation for Scientific and Technical Research	101085290	Rev Sci Tech Ser Sci Hum	0253-7451
16354	Environmental Change and Security Project report	101085292	Environ Change Secur Proj Rep	1091-9988
16355	Sociologie et societes	101085293	Sociol Soc	0038-030X
16356	Feminist review	101085295	Fem Rev	0141-7789
16357	Geographische Zeitschrift	101085297	Geogr Z	0016-7479
16358	Guru Nanak journal of sociology	101085300	Guru Nanak J Sociol	0970-0242
16359	Econometrica : journal of the Econometric Society	101085302	Econometrica	0012-9682
16360	Bulletin de la Societe languedocienne de geographie	101085305	Bull Soc Languedoc Geogr	0373-3297
16361	Equilibrium	101085307	Equilibrium	0090-7871
16362	CEPAL review	101085309	CEPAL Rev	0251-2920
16363	China population headliners	101085310	China Popul Headl	XXXX-XXXX
16364	College student journal	101085311	Coll Stud J	0146-3934
16365	International journal of social economics	101085312	Int J Soc Econ	0306-8293
16366	Eastern economic journal	101085316	East Econ J	0094-5056
16367	Die Erde; Zeitschrift der Gesellschaft fur Erdkunde zu Berlin	101085318	Erde	0013-9998
16368	Geographical perspectives	101085319	Geogr Perspect	0199-994X
16369	Journal of social development in Africa	101085320	J Soc Dev Afr	1012-1080
16370	Geographische Berichte	101085322	Geogr Ber	0016-7452
16371	Le Courrier de l'Unesco	101085323	Courr Unesco	0304-3118
16372	"The Malayan economic review : the journal of the Economic Society of Singapore, the Department of Economics and Statistics and the Economic Research Centre of the University of Singapore"	101085325	Malay Econ Rev	0047-5599
16373	GIRE. Grupo de Informacion en Reproduccion	101085326	GIRE	XXXX-XXXX
16374	Monday developments : a biweekly publication of InterAction	101085327	Monday Dev	1043-8157
16375	Fennia	101085328	Fennia	0015-0010
16376	Geographical survey	101085330	Geogr Surv	0148-5113
16377	Papers / Regional Science Association. Regional Science Association. Meeting	101085332	Pap Reg Sci Assoc	0486-2902
16378	The Journal of development communication	101085335	J Dev Comm	0128-3863
16379	Global impacts : research for development review	101085338	Glob Impacts	XXXX-XXXX
16380	"Politique africaine (Paris, France : 1981)"	101085341	Polit Afr	0244-7827
16381	Population communication: technical documentation	101085343	Popul Commun Tech Doc	XXXX-XXXX
16382	Histoire & mesure	101085347	Hist Mes	XXXX-XXXX
16383	Problems of economic transition	101085348	Probl Econ Transit	1061-1991
16384	Revista interamericana de planificacion	101085351	Rev Interam Planif	0185-1861
16385	Latin American population history bulletin	101085354	Lat Am Popul Hist Bull	1050-2351
16386	Revue tunisienne des etudes de population	101085357	Rev Tunis Etud Popul	XXXX-XXXX
16387	The Philippine economic journal	101085364	Philipp Econ J	0031-7500
16388	Sri Lanka journal of population studies	101085365	Sir Lanka J Popul Stud	1391-3433
16389	Research in rural sociology and development	101085369	Res Rural Sociol Dev	1057-1922
16390	World conservation	101085370	World Conserv	XXXX-XXXX
16391	Zaire-Afrique	101085371	Zaire Afr	0251-298X
16392	Scandinavian journal of development alternatives	101085373	Scand J Dev Altern	0280-2791
16393	Applied economics letters	101085375	Appl Econ Lett	1350-4851
16394	Asian migrant	101085377	Asian Migr	1013-8064
16395	Journal of forecasting	101085389	J Forecast	0277-6693
16396	"Vingtieme siecle (Paris, France : 1984)"	101085485	Vingtieme Siecle	0294-1759
16397	Vorgange	101085486	Vorgange	0507-4150
16398	Hommes et terres du Nord	101085385	Hommes Terres Nord	0018-439X
16399	Informe demografico (Sao Paulo (Brazil : State). Fundacao Sistema Estadual de Analise de Dados)	101085387	Inf Demogr	0100-7173
16400	Japanese economic studies	101085388	Japanese Econ Stud	0021-4841
16401	Journal of international economics	101085391	J Int Econ	0022-1996
16402	Journal of policy history : JPH	101085393	J Policy Hist	0898-0306
16403	Matekon: translations of Russian & East European mathematical economics	101085411	Matekon	0025-1127
16404	Materialy i prace antropologiczne	101085413	Mater Pr Antropol	0076-521X
16405	Mathematical social sciences	101085418	Math Soc Sci	0165-4896
16406	Migracijske teme	101085455	Migr Teme	0352-5600
16407	Mitteilungen aus der Arbeitsmarkt- und Berufsforschung	101085457	Mitt Arbeitsmarkt Berufsforsch	0340-3254
16408	National population news bulletin : newsletter of the National Population Council	101085464	Natl Popul News Bull	0855-3483
16409	"Urbana (Caracas, Venezuela)"	101085481	Urbana	0798-0523
16410	PIACT product news. Program for the Introduction and Adaptation of Contraceptive Technology (U.S.)	101085502	PIACT Prod News	0198-7445
16411	Majallat al-Diwan al-Qawmi lil-Usrah wa-al-'Umran al-Bashari	101085495	Majallat Aldiwan Alqawmi Lilusrah Waal Umran lbashari	XXXX-XXXX
16412	Social work education and development newsletter	101085504	Soc Work Educ Dev Newsl	XXXX-XXXX
16413	Die Suid-afrikaanse tydskrif vir sosiologie. The South African journal of sociology	101085509	S Afr Tydskr Sosiol	0258-0144
16414	Sri Lanka population digest	101085518	Sri Lanka Popul Dig	XXXX-XXXX
16415	Studia geographica	101085527	Stud Geogr	XXXX-XXXX
16416	Textos NEPO	101085542	Textos NEPO	XXXX-XXXX
16417	Revue geographique des Pyrenees et du Sud-Ouest	101085579	Rev Geogr Pyren Sud Ouest	0035-3221
16418	Progress reports on health & development in Southern Africa	101085530	Prog Rep Health Dev South Afr	XXXX-XXXX
16419	Politicka ekonomie	101085584	Polit Ekon	0032-3233
16420	AICC economic review. Indian National Congress. All India Congress Committee	101085622	AICC Econ Rev	XXXX-XXXX
16421	Nationalities papers	101085492	Natl Pap	0090-5992
16422	New Zealand population newsletter / New Zealand Demographic Society (Inc.)	101085493	N Z Popul Newsl	XXXX-XXXX
16423	Observations et diagnostics economiques. Revue de l'OFCE	101085497	Obs Diagn Econ	0751-6614
16424	Perspectives in social work	101085499	Perspect Soc Work	0079-1040
16425	Philippine sociological review	101085501	Philipp Sociol Rev	0031-7810
16426	Sociologicky casopis	101085506	Sociol Cas	0038-0288
16427	Sociologische gids	101085507	Sociol Gids	0038-0334
16428	Southeast Asian journal of social science	101085512	Southeast Asian J Soc Sci	XXXX-XXXX
16429	Population research abstract : a contribution to research on India's population	101085513	Popul Res Abstr	XXXX-XXXX
16430	The Soviet review	101085514	Sov Rev	0038-5794
16431	Storia urbana	101085521	Stor Urbana	XXXX-XXXX
16432	Perfiles latinoamericanos : revista de la Sede Academica de Mexico de la Facultad Latinoamericana de Ciencias Sociales	101085538	Perf Latinoam	0188-7653
16433	Pesquisa e planejamento economico	101085551	Pesqui Planej Econ	0100-0551
16434	Phi Delta Kappan	101085558	Phi Delta Kappan	0031-7217
16435	Population. English selection	101085559	Popul	XXXX-XXXX
16436	Problemas del desarrollo	101085566	Probl Desarro	0301-7036
16437	Problemes economiques	101085569	Probl Econ	0032-9304
16438	Review of African political economy	101085574	Rev Afr Polit Econ	0305-6244
16439	Regards sur l'actualite	101085575	Regards Actual	0337-7091
16440	"Revista estadistica (Havana, Cuba)"	101085577	Rev Estad	0138-841X
16441	Ren kou yu jing ji = Renkou yu jingji	101085578	Renkou Yu Jingji	1000-4149
16442	Revue de geographie alpine / publiee par l'Institute de geographie alpine (Universite de Grenoble)	101085586	Rev Geogr Alp	0035-1121
16443	News - Women's International Network. Women's International Network	101085592	WIN News	0145-7985
16444	Weltwirtschaftliches Archiv	101085599	Weltwirtsch Arch	0043-2636
16445	Zeitschrift fur Wirtschaftsgeographie	101085601	Z Wirtschgeogr	0044-3751
16446	The Zimbabwe journal of economics	101085602	Zimb J Econ	1015-860X
16447	L'Action nationale	101085606	Action Natl v2	XXXX-XXXX
16448	African studies	101085610	Afr Stud	0002-0184
16449	Population education in Asia and Oceania newsletter	101085611	Popul Educ Asia Ocean Newsl	XXXX-XXXX
16450	Africa development. Afrique et developpement	101085613	Afr Dev	0850-3907
16451	Population notes (University of Wisconsin--Madison. Applied Population Laboratory)	101085626	Popul Notes	XXXX-XXXX
16452	Cairo today	101085666	Cairo Today	XXXX-XXXX
16453	Cairo	101085661	Cairo	0376-7647
16454	Brookings papers on economic activity	101085698	Brookings Pap Econ Act	0007-2303
16455	Business in Thailand	101085712	Bus Thail	0125-0140
16456	Antipode	101085716	Antipode	0066-4812
16457	ASEAN economic bulletin	101085719	ASEAN Econ Bull	0217-4472
16458	Allemagne d'aujourd'hui : revue francaise d'information sur les deux l'Allemagnes	101085738	Allem Aujourdhui	0002-5712
16459	Revue economique et sociale	101085645	Rev Econ Soc	0035-2772
16460	Rural reconstruction forum	101085646	Rural Reconstr Forum	0116-8177
16461	Salud reproductiva y sociedad : organo informativo del Programa Salud Reproductiva y Sociedad de El Colegio de Mexico	101085648	Salud Reprod Soc	1405-1907
16462	Samid al-iqtisadi = Samed	101085649	Samid Aliqtisadi	XXXX-XXXX
16463	Siirtolaisuus / Siirtolaisuusinstituutti = Migration / Institute of Migration	101085651	Siirtolaisuus	0355-3779
16464	Sociological bulletin	101085655	Sociol Bull	0038-0229
16465	Tijdschrift voor sociale wetenschappen	101085675	Tijdschr Soc Wet	0040-7615
16466	California sociologist	101085678	Calif Sociol	0162-8712
16467	Revue canadienne d'etudes du developpement = Canadian journal of development studies	101085680	Rev Can Etudes Dev	0225-5189
16468	"Canadian statistical review (Ottawa, Ont.)"	101085681	Can Stat Rev	0008-509X
16469	Malaysian journal of tropical geography	101085683	Malays J Trop Geogr	0127-1474
16470	Managing international development : MID	101085685	Manag Int Dev	0739-2990
16471	Vibro	101085702	Vibro	XXXX-XXXX
16472	"Voprosy ekonomiki / Akademiia nauk SSSR, Institut ekonomiki"	101085703	Vopr Ekon	0042-8736
16473	"Weekly mail (Johannesburg, South Africa)"	101085707	Weekly Mail	XXXX-XXXX
16474	"Women in action (Rome, Italy)"	101085713	Women Action	XXXX-XXXX
16475	Women's studies forum	101085714	Womens Stud Forum	1225-0228
16476	"Asien, Afrika, Lateinamerika (Berlin, Germany : 1973)"	101085721	Asien Afr Lateinam	0066-8508
16477	"Berichte zur Raumforschung und Raumplanung (Vienna, Austria)"	101085723	Ber Raumforsch Raumplan	0005-9102
16478	Maandschrift - Centraal Bureau voor de Statistiek. Netherlands. Centraal Bureau voor de Statistiek	101085746	Maandschr Cent Bur Stat	XXXX-XXXX
16479	Margin	101085767	Margin	0025-2921
16480	Micronesica	101085769	Micronesica	0026-279X
16481	Mid-American review of sociology	101085772	Mid Am Rev Sociol	0732-913X
16482	Mongolian journal of demography : journal of Population Teaching and Research Center / National University of Mongolia = Mongolyn khun am zuin setguul / Mongol ulsyn ikh surguuliin khun am zuin surgalt sudalgaany teviin setguul	101085786	Mong J Demogr	XXXX-XXXX
16483	Journal of common market studies	101085806	J Common Mark Stud	0021-9886
16484	Development and society (Soul Taehakkyo. Institute for Social Devdelopment and Policy Research)	101085814	Dev Soc	XXXX-XXXX
16485	Journal of economic dynamics & control	101085812	J Econ Dyn Control	0165-1889
16486	"Journal of economic studies (Glasgow, Scotland)"	101085830	J Econ Stud	0144-3585
16487	Estudos CEBRAP. Centro Brasileiro de Analise e Planejamento	101085838	Estud CEBRAP	XXXX-XXXX
16488	Feminist issues	101085860	Fem Issues	0270-6679
16489	FDA medical bulletin : important information for health professionals from the U.S. Food & Drug Administration	9111397	FDA Med Bull	1063-8067
16490	Gender issues	101085873	Gender Issues	1098-092X
16491	Norsk geografisk tidsskrift. Norwegian journal of geography	101085890	Nor Geogr Tidsskr	0029-1951
16492	The World Bank research observer	101085775	World Bank Res Obs	0257-3032
16493	Zeitschrift fur den Erdkundeunterricht	101085778	Z Erdkundeunterr	0044-2461
16494	Africa recovery	101085779	Afr Recovery	1014-0255
16495	Agricultural information development bulletin	101085780	Agric Inf Dev Bull	XXXX-XXXX
16496	AIDoS news : bimonthly bulletin of the Italian Association for Women in Development. Associazione italiana donne per lo sviluppo	101085781	Aidos News	XXXX-XXXX
16497	AIDS illustrated	101085782	AIDS Illus	XXXX-XXXX
16498	Internationale spectator	101085795	Int Spect v2	0020-9317
16499	Cultures et conflits = Culturas y conflictos = Cultures and conflicts	101085802	Cult Confl	1157-996X
16500	Journal of developing societies	101085807	J Dev Soc	0169-796X
16501	National tax journal	101085809	Natl Tax J	0028-0283
16502	"Czasopismo geograficzne : kwartalnik Zrzeszenia Pol. Nauczycieli Geografji, Towarzystwa Geograficznego we Lwowie i Towarzystwa Geograficznego w Poznaniu"	101085810	Czas Geogr	0045-9453
16503	Demohrafichni doslidzhennia	101085813	Demohrafichni Doslidzhennia	0207-0383
16504	Die Dritte Welt	101085815	Dritte Welt	0340-160X
16505	Eastern Africa journal of rural development	101085816	East Afr J Rural Dev	0377-7103
16506	The Amicus journal	101085817	Amic J	0276-7201
16507	Ecological economics : the journal of the International Society for Ecological Economics	101085818	Ecol Econ	0921-8009
16508	Applied geography and development	101085819	Appl Geogr Dev	0173-7619
16509	Natural resources forum	101085820	Nat Resour Forum	0165-0203
16510	"Economia e sociologia (Evora, Portugal)"	101085821	Econ Sociol	0390-5330
16511	The Asian economic review	101085822	Asian Econ Rev	0004-4555
16512	Asian-Pacific economic literature	101085823	Asia Pac Econ Lit	0818-9935
16513	Enlace. Inter-American Commission of Women	101085824	Enlace	0425-0702
16514	Ekonomicky casopis	101085825	Ekon Cas	0013-3035
16515	Economic modelling	101085827	Econ Model	0264-9993
16516	Audubon	101085828	Audubon	0097-7136
16517	Ekonomi dan Keuangan Indonesia	101085829	Ekon Keuangan Indones	0126-155X
16518	Berichte zur deutschen Landeskunde	101085831	Ber Dtsch Landeskd	0005-9099
16519	ESRC Data Archive bulletin	101085833	ESRC Data Arch Bull	0307-1391
16520	New perspectives on Turkey	101085836	New Perspect Turk	0896-6346
16521	Estudos feministas	101085840	Estud Fem	0104-026X
16522	Estudos economicos	101085841	Estud Econ v2	0101-4161
16523	Ethnic forum : bulletin of ethnic studies and ethnic bibliography	101085850	Ethn Forum	0278-9078
16524	Journal. Assam Science Society	101085862	J Assam Science Society	0587-1921
16525	Global center news / Center for Women's Global Leadership	101085868	Glob Cent News	XXXX-XXXX
16526	Ghana journal of sociology	101085870	Ghana J Sociol	0435-9380
16527	The First people	101085871	First People	0703-8437
16528	Geograficky casopis = Geograficheskii zhurnal = Geographical review	101085872	Geogr Cas	0016-7193
16529	Countdown to Istanbul	101085906	Countdown Istanb	XXXX-XXXX
16530	The Columbia journal of world business	101085908	Columbia J World Bus	0022-5428
16531	Compare	101085910	Compare	0305-7925
16532	Contemporary Southeast Asia	101085916	Contemp Southeast Asia	0129-797X
16533	Economic bulletin for Asia and the Pacific	101085926	Econ Bull Asia Pac	0378-455X
16534	GROOTS	101085932	GROOTS	XXXX-XXXX
16535	IBS-Materialien	101085950	IBS Materi	XXXX-XXXX
16536	The Journal of mathematical sociology	101086011	J Math Sociol	0022-250X
16537	Journal fur Sozialforschung	101086017	J Soz Forsch	0253-3995
16538	The Indonesian quarterly	101086021	Indones Q	0304-2170
16539	Foldrajzi ertesito	101086022	Foldr Ert	0015-5403
16540	Persona y derecho	101086077	Pers Derecho	0211-4526
16541	Giornale degli economisti e annali di economia / Universita commerciale Luigi Bocconi	101086071	G Econ Ann Econ	0017-0097
16542	Kansai Daigaku keizai ronshu	101086079	Kansai Daigaku Keizai Ronshu	0449-7554
16543	Philippine geographical journal	101086086	Philipp Geogr J	0031-7551
16544	The International journal of sociology and social policy	101086098	Int J Sociol Soc Policy	0144-333X
16545	Berliner historische Studien	101085901	Berl Hist Stud	XXXX-XXXX
16546	Boletim informativo do Centro de Documentacao e Pesquisa / CEDOPE UNISINOS	101085902	Bol Inf Cent Doc Pesqui	XXXX-XXXX
16547	"Consommation, revue de socio-economie"	101085904	Consommation	0010-6593
16548	Central Asian survey	101085907	Centr Asian Surv	0263-4937
16549	Comparative political studies	101085909	Comp Polit Stud	0010-4140
16550	Deutschland Archiv	101085911	Dtschl Arch	0012-1428
16551	Cuadernos del CENDES	101085918	Cuad CENDES	1012-2508
16552	La Critica sociologica	101085921	Crit Sociol	0011-1546
16553	Eastern Africa economic review	101085924	East Afr Econ Rev	1011-4750
16554	Labour capital and society. Travail capital et societe	101085941	Labour Cap Soc	0706-1706
16555	Indian economic review	101085944	Indian Econ Rev	0019-4670
16556	Ethiopian journal of development research	101085948	Ethiop J Dev Res	XXXX-XXXX
16557	ICSSR newsletter. Indian Council of Social Science Research	101085949	ICSSR Newsl	0018-9049
16558	Etudes togolaises de population	101085953	Etud Togol Popul	1015-5554
16559	Land use policy	101085960	Land use policy	0264-8377
16560	Homemaker's magazine	101085962	Homemak Mag	0318-7802
16561	European sociological review	101085963	Eur Sociol Rev	0266-7215
16562	Europe-Asia studies	101085973	Eur Asia Stud	0966-8136
16563	Family life matters	101085979	Fam Life Matters	1064-6167
16564	"Family matters (Melbourne, Vic.)"	101085985	Fam Matters	1030-2646
16565	FEMNET news	101085991	FEMNET News	XXXX-XXXX
16566	Fertility determinants research notes / The Population Council	101085994	Fertil Determ Res Notes	XXXX-XXXX
16567	"Journal of intercultural studies (Melbourne, Vic.)"	101085999	J Intercult Stud	0725-6868
16568	Fieldstaff reports. Southeast Asia series	101086001	Fieldstaff Rep v2	XXXX-XXXX
16569	Fieldstaff reports. Asia. Southeast Asia series	101086003	Fieldstaff Rep	XXXX-XXXX
16570	Journal of economic theory	101086004	J Econ Theory	0022-0531
16571	Journal of public policy	101086012	J Public Policy	0143-814X
16572	Osterreichische Zeitschrift fur Statistik und Informatik	101086015	Osterr Z Stat Inform	XXXX-XXXX
16573	Journal of African economies	101086019	J Afr Econ	0963-8024
16574	Indian journal of economics	101086020	Indian J Econ	0019-5170
16575	International economic journal	101086023	Int Econ J	1016-8737
16576	Inter-American economic affairs	101086024	Inter Am Econ Aff	0020-4943
16577	Friends of Women newsletter	101086026	Friends Women Newsl	XXXX-XXXX
16578	Journal of contemporary African studies : JCAS	101086027	J Contemp Afr Stud	0258-9001
16579	Journal of economic behavior & organization	101086031	J Econ Behav Organ	0167-2681
16580	"Geografiska annaler. Series B, Human geography"	101086035	Geogr Ann Ser B	0435-3684
16581	Journal of social and economic studies	101086047	J Soc Econ Stud	0377-0508
16582	Chungang uihak = The Korean central journal of medicine	101086060	Chungang Uihak	XXXX-XXXX
16583	Konjunkturpolitik	101086068	Konjunkturpolitik	0023-3498
16584	KIPH bulletin	101086069	KIPH Bull	XXXX-XXXX
16585	Keio economic studies	101086076	Keio Econ Stud	0022-9709
16586	The Journal of sociological studies	101086080	J Sociol Stud	XXXX-XXXX
16587	International journal of geographical information science : IJGIS	101086096	Int J Geogr Inf Sci	1365-8816
16588	Economie prospective internationale / Centre d'etudes prospectives et d'informations internationales	101086148	Econ Prospect Int	0242-7818
16589	PIDSA abstracts	101086180	PIDSA Abstr	XXXX-XXXX
16590	Plan og arbeid	101086187	Plan Arb	0032-0609
16591	Political geography	101086192	Polit Geogr	0962-6298
16592	"Polis (Bologna, Italy)"	101086220	Polis	XXXX-XXXX
16593	Cuadernos de comunicacion AMIDEP	101086105	Cuad Comun AMIDEP	XXXX-XXXX
16594	"Cuadernos de economia (Santiago, Chile)"	101086106	Cuad Econ	0716-0046
16595	Cultural survival quarterly	101086107	Cult Surv Q	0740-3291
16596	Czech sociological review	101086108	Czech Sociol Rev	1210-3861
16597	Demografske sveske / Centar za demografska istrazivanja Instituta drustvenih nauka Univerziteta u Beogradu	101086111	Demogr Sveske	0354-4923
16598	Development international	101086118	Dev Int	0887-2368
16599	Developpement & civilisations	101086121	Dev Civilis	0012-1657
16600	"E (Norwalk, Conn.)"	101086128	E	1046-8021
16601	Economia (Pontificia Universidad Catolica del Peru. Departamento de Economia)	101086131	Economia	0254-4415
16602	Economia y desarrollo	101086134	Econ Desarro	0252-8584
16603	Economic outlook USA	101086139	Econ Outlook USA	0095-3830
16604	Economie et humanisme	101086144	Econ Humanisme	0245-9132
16605	Economisch-statistische Berichten	101086154	Econ Stat Ber	0013-0583
16606	"Educational leadership : journal of the Department of Supervision and Curriculum Development, N.E.A"	101086164	Educ Leadersh	0013-1784
16607	Empirical economics	101086175	Empir Econ	0377-7332
16608	Estudios de economia	101086185	Estud Econ	XXXX-XXXX
16609	The European journal of international affairs	101086196	Eur J Int Aff	0394-6444
16610	Politische Studien	101086201	Polit Stud	0032-3462
16611	Newsletter - Family Planning International Assistance / Planned Parenthood Federation of America. Family Planning International Assistance	101086216	Newsl Fam Plan Int Assist	2306-2525
16612	Freedom review	101086221	Freedom Rev	1054-3090
16613	Geografski glasnik = Bulletin de geographie	101086223	Geog Glas	0016-7258
16614	Die Politische Meinung	101086225	Polit Mein	0032-3446
16615	Chirigaku hyoron	101086233	Chirigaku Hyoron	0016-7444
16616	Population research bulletin. Pakistan Institute of Development Economics	101086241	Popul Res Bull	XXXX-XXXX
16617	Recherches economiques de Louvain	101086272	Rech Econ Louvain	0770-4518
16618	Representative research in social psychology	101086273	Represent Res Soc Psychol	0034-4907
16619	The Review of Black political economy	101086280	Rev Black Polit Econ	0034-6446
16620	Scandinavian actuarial journal	101086294	Scand Actuar J	0346-1238
16621	Sbornik Ceske geograficke spolecnosti	101086295	Sbs Ces Geogr Spol	1210-115X
16622	SAIS review (Paul H. Nitze School of Advanced International Studies)	101086298	SAIS Rev	1946-4444
16623	Revue tunisienne de geographie	101086310	Rev Tunis Geogr	XXXX-XXXX
16624	"The quarterly journal of administration / Institute of Administration, University of Ife"	101086344	Q J Adm	0001-8333
16625	"Rasy i narody / Akademiia nauk SSSR, Institut etnografii im. N.N. Miklukho-Maklaia"	101086355	Rasy Nar Sovrem Etn Ras Probl	XXXX-XXXX
16626	PSD communication newsletter	101086382	PSD Commun Newsl	XXXX-XXXX
16627	Newsletter (Inter-African Committee on Traditional Practices Affecting the Health of Women and Children)	101086386	Newsl Inter Afr Comm Tradit Pract Affect Health Women Child	XXXX-XXXX
16628	Quarterly demographic bulletin	101086397	Q Demogr Bull	0111-2643
16629	Geographical review of Japan	101086283	Geogr Rev Jpn	0289-6001
16630	Schweizerische Zeitschrift fur Soziologie. Revue suisse de sociologie	101086292	Schweiz Z Soziol	0379-3664
16631	Savanna	101086296	Savanna	0331-0523
16632	"Ruch prawniczy, ekonomiczny i socjologiczny (1962)"	101086300	Ruch Praw Ekon Socjol	0035-9629
16633	Hypotenuse	101086302	Hypotenuse	XXXX-XXXX
16634	Sarvekshana	101086304	Sarvekshana	XXXX-XXXX
16635	ICCW journal	101086306	ICCW J	XXXX-XXXX
16636	Revue geographique de l'Est	101086308	Rev Geogr Est	0035-3213
16637	Revue d'economie du developpement	101086313	Rev Econ Dev	1245-4060
16638	Revue economique du Sud-Ouest	101086315	Rev Econ Sud Ouest	0395-9007
16639	Vozes	101086317	Rev Cult Vozes	XXXX-XXXX
16640	Revista de la OIM sobre migraciones en America Latina / Organizacion Internacional para las Migraciones = IOM Latin American migration journal / International Organization for Migration	101086319	Rev OIM Sobre Migr Am Lat	1022-3045
16641	In/fire ethics : newsletter of the International Network of Feminists Interested in Reproductive Health	101086328	In Fire Ethics	1062-9564
16642	Review of economic conditions in Italy	101086335	Rev Econ Cond Italy	0034-6799
16643	The Quarterly journal of social affairs	101086349	Q J Soc Aff	0266-8548
16644	Ramparts	101086351	Ramparts	0033-9164
16645	Inchiesta	101086354	Inchiesta	XXXX-XXXX
16646	Research in urban economics	101086361	Res Urban Econ	0277-0121
16647	The Indian journal of public administration : quarterly journal of the Indian Institute of Public Administration	101086362	Indian J Public Adm	0019-5561
16648	"Ravintsara : collection medecine, sante publique"	101086363	Ravintsara	XXXX-XXXX
16649	Newsletter (Infant Feeding Action Coalition)	101086365	Newsl Infant Feed Action Coalit	1194-6180
16650	Information summary (International Clearinghouse on Adolescent Fertility)	101086372	Inf Summ	XXXX-XXXX
16651	IDS bulletin	101086377	IDS Bull	0308-5872
16652	"Prace i studia geograficzne / Uniwersytet Warszawski, Wydzial Geografii i Studiow Regionalnych"	101086378	Prac Studi Geograf	XXXX-XXXX
16653	Problemi na geografiiata	101086393	Probl Geogr	0204-7209
16654	Review of urban and regional development studies : RURDS : journal of the Applied Regional Conference	101086394	RURDS Rev Urb Reg Dev Stud	0917-0553
16655	Problemes d'Amerique latine	101086395	Probl Am Lat	0765-1333
16656	Public administration and development : a journal of the Royal Institute of Public Administration	101086396	Public Adm Dev	0271-2075
16657	Inter economics	101086399	Inter Econ	0020-5346
16658	Rural conditions and trends	101086402	Rural Cond Trends	1063-5866
16659	The School counselor	101086449	Sch Couns	0036-6536
16660	"Seeds (New York, N.Y.)"	101086470	Seeds	0736-6833
16661	Sieccan journal	101086471	Sieccan J	0844-3718
16662	Singapore statistical bulletin. Singapore. National Statistical Commission	101086474	Singap Stat Bull	0217-8230
16663	Sudost Europa : [Monatsschrift der Abteilung Gegenwartsforschung des Sudost-Instituts]	101086523	Sudosteuropa	0722-480X
