vpdmfId	viewType	locked	vpdmfLabel	vpdmfUri	namespace	thumbnail	indexTuple
12470	.Journal.%	\N	Rev Bibl Natl.	\N	\N	\N	Rev Bibl Natl.
12471	.Journal.%	\N	Rev Chil Hist Geogr.	\N	\N	\N	Rev Chil Hist Geogr.
12472	.Journal.%	\N	Iraq.	\N	\N	\N	Iraq.
12473	.Journal.%	\N	Istor Cas.	\N	\N	\N	Istor Cas.
12474	.Journal.%	\N	Istor SSSR.	\N	\N	\N	Istor SSSR.
12475	.Journal.%	\N	Landscape.	\N	\N	\N	Landscape.
12476	.Journal.%	\N	R I Hist.	\N	\N	\N	R I Hist.
12477	.Journal.%	\N	R Sitios.	\N	\N	\N	R Sitios.
12478	.Journal.%	\N	Natura.	\N	\N	\N	Natura.
12479	.Journal.%	\N	Radic Hist Rev.	\N	\N	\N	Radic Hist Rev.
12480	.Journal.%	\N	Nav Rev.	\N	\N	\N	Nav Rev.
12481	.Journal.%	\N	Rass Lett Ital.	\N	\N	\N	Rass Lett Ital.
12482	.Journal.%	\N	Rass Stor Risorgim.	\N	\N	\N	Rass Stor Risorgim.
12483	.Journal.%	\N	Neerl Volksleven.	\N	\N	\N	Neerl Volksleven.
12484	.Journal.%	\N	Reason.	\N	\N	\N	Reason.
12485	.Journal.%	\N	Negro Hist Bull.	\N	\N	\N	Negro Hist Bull.
12486	.Journal.%	\N	Neue Heimat.	\N	\N	\N	Neue Heimat.
12487	.Journal.%	\N	Rec Bucks.	\N	\N	\N	Rec Bucks.
12488	.Journal.%	\N	Neue Polit Lit.	\N	\N	\N	Neue Polit Lit.
12489	.Journal.%	\N	Rec Columb Hist Soc.	\N	\N	\N	Rec Columb Hist Soc.
12490	.Journal.%	\N	Neue Rundsch.	\N	\N	\N	Neue Rundsch.
12491	.Journal.%	\N	Rech Amerindien Que.	\N	\N	\N	Rech Amerindien Que.
12492	.Journal.%	\N	Rech Soc.	\N	\N	\N	Rech Soc.
12493	.Journal.%	\N	Neuphilol Mitt.	\N	\N	\N	Neuphilol Mitt.
12494	.Journal.%	\N	Nev Hist Soc Q.	\N	\N	\N	Nev Hist Soc Q.
12495	.Journal.%	\N	Red River Val Hist Rev.	\N	\N	\N	Red River Val Hist Rev.
12496	.Journal.%	\N	New Am Rev.	\N	\N	\N	New Am Rev.
12497	.Journal.%	\N	Regist Ky Hist Soc.	\N	\N	\N	Regist Ky Hist Soc.
12498	.Journal.%	\N	New Engl Q.	\N	\N	\N	New Engl Q.
12499	.Journal.%	\N	New Ger Crit.	\N	\N	\N	New Ger Crit.
12500	.Journal.%	\N	New Hung Q.	\N	\N	\N	New Hung Q.
12501	.Journal.%	\N	Renaiss Mod Stud.	\N	\N	\N	Renaiss Mod Stud.
12502	.Journal.%	\N	Renaiss Reform.	\N	\N	\N	Renaiss Reform.
12503	.Journal.%	\N	New Lit Hist.	\N	\N	\N	New Lit Hist.
12504	.Journal.%	\N	New World.	\N	\N	\N	New World.
12505	.Journal.%	\N	Newport.	\N	\N	\N	Newport.
12506	.Journal.%	\N	Hist Polit Econ.	\N	\N	\N	Hist Polit Econ.
12507	.Journal.%	\N	Rev Est.	\N	\N	\N	Rev Est.
12508	.Journal.%	\N	Newport Hist.	\N	\N	\N	Newport Hist.
12509	.Journal.%	\N	Res Stud.	\N	\N	\N	Res Stud.
12510	.Journal.%	\N	Resour Fem Res.	\N	\N	\N	Resour Fem Res.
12511	.Journal.%	\N	Niagara Frontier.	\N	\N	\N	Niagara Frontier.
12512	.Journal.%	\N	Rev Acad Arabe Damas.	\N	\N	\N	Rev Acad Arabe Damas.
12513	.Journal.%	\N	Nice Hist.	\N	\N	\N	Nice Hist.
12514	.Journal.%	\N	Niederdtsch Mitt.	\N	\N	\N	Niederdtsch Mitt.
12515	.Journal.%	\N	Niederhein Jahrb.	\N	\N	\N	Niederhein Jahrb.
12516	.Journal.%	\N	Rev Arch Bibl Mus.	\N	\N	\N	Rev Arch Bibl Mus.
12517	.Journal.%	\N	Niger Classics.	\N	\N	\N	Niger Classics.
12518	.Journal.%	\N	Rev Archeol Centre France.	\N	\N	\N	Rev Archeol Centre France.
12519	.Journal.%	\N	Rev Arh.	\N	\N	\N	Rev Arh.
12520	.Journal.%	\N	Rev Assyriol Archeol Orient.	\N	\N	\N	Rev Assyriol Archeol Orient.
12521	.Journal.%	\N	Rev Auvergne.	\N	\N	\N	Rev Auvergne.
12522	.Journal.%	\N	Nihonshi Kenkyu.	\N	\N	\N	Nihonshi Kenkyu.
12523	.Journal.%	\N	Ninet Century.	\N	\N	\N	Ninet Century.
12524	.Journal.%	\N	Ninet Century Contexts.	\N	\N	\N	Ninet Century Contexts.
12525	.Journal.%	\N	Nineteenth Century Fict.	\N	\N	\N	Nineteenth Century Fict.
12526	.Journal.%	\N	Noesis.	\N	\N	\N	Noesis.
12527	.Journal.%	\N	Noordgouw.	\N	\N	\N	Noordgouw.
12528	.Journal.%	\N	Nor Teol Tidsskr.	\N	\N	\N	Nor Teol Tidsskr.
12529	.Journal.%	\N	Nord J Sov East Eur Stud.	\N	\N	\N	Nord J Sov East Eur Stud.
12530	.Journal.%	\N	North Hist.	\N	\N	\N	North Hist.
12531	.Journal.%	\N	North Scotl.	\N	\N	\N	North Scotl.
12532	.Journal.%	\N	North Va Herit.	\N	\N	\N	North Va Herit.
12533	.Journal.%	\N	Rev Belge Philol Hist.	\N	\N	\N	Rev Belge Philol Hist.
12534	.Journal.%	\N	Rev Cent Etud Pays Est.	\N	\N	\N	Rev Cent Etud Pays Est.
12535	.Journal.%	\N	Rev Comminges.	\N	\N	\N	Rev Comminges.
12536	.Journal.%	\N	Rev Coree.	\N	\N	\N	Rev Coree.
12537	.Journal.%	\N	Library (Lond).	\N	\N	\N	Library (Lond).
12538	.Journal.%	\N	Rev Belge Archeol Hist Art.	\N	\N	\N	Rev Belge Archeol Hist Art.
12539	.Journal.%	\N	Radic Am.	\N	\N	\N	Radic Am.
12540	.Journal.%	\N	Res Econ Hist.	\N	\N	\N	Res Econ Hist.
12541	.Journal.%	\N	Rev Allem.	\N	\N	\N	Rev Allem.
12542	.Journal.%	\N	Rev Hist (Brazil).	\N	\N	\N	Rev Hist (Brazil).
12543	.Journal.%	\N	Permian Hist Annu.	\N	\N	\N	Permian Hist Annu.
12544	.Journal.%	\N	Rev Dromoise.	\N	\N	\N	Rev Dromoise.
12545	.Journal.%	\N	Rev Econ Polit.	\N	\N	\N	Rev Econ Polit.
12546	.Journal.%	\N	Rev Egyptol.	\N	\N	\N	Rev Egyptol.
12547	.Journal.%	\N	Northeast Afr Stud.	\N	\N	\N	Northeast Afr Stud.
12548	.Journal.%	\N	Rev Enseign Philos.	\N	\N	\N	Rev Enseign Philos.
12549	.Journal.%	\N	Northeast Folk.	\N	\N	\N	Northeast Folk.
12550	.Journal.%	\N	Rev Esp Antropol Am.	\N	\N	\N	Rev Esp Antropol Am.
12551	.Journal.%	\N	Northeast Nev Hist Soc Q.	\N	\N	\N	Northeast Nev Hist Soc Q.
12552	.Journal.%	\N	Rev Esp Doc Cient.	\N	\N	\N	Rev Esp Doc Cient.
12553	.Journal.%	\N	Northwest Ohio Q.	\N	\N	\N	Northwest Ohio Q.
12554	.Journal.%	\N	Nouv Ec.	\N	\N	\N	Nouv Ec.
12555	.Journal.%	\N	Rev Estud Extremenos.	\N	\N	\N	Rev Estud Extremenos.
12556	.Journal.%	\N	Rev Ethnol Que.	\N	\N	\N	Rev Ethnol Que.
12557	.Journal.%	\N	Nouv Repub Lett.	\N	\N	\N	Nouv Repub Lett.
12558	.Journal.%	\N	Nouv Rev 16e Siecle.	\N	\N	\N	Nouv Rev 16e Siecle.
12559	.Journal.%	\N	Rev Etud Byz.	\N	\N	\N	Rev Etud Byz.
12560	.Journal.%	\N	Nouv Rev Deux Mondes.	\N	\N	\N	Nouv Rev Deux Mondes.
12561	.Journal.%	\N	Rev Etud Comp Est Ouest.	\N	\N	\N	Rev Etud Comp Est Ouest.
12562	.Journal.%	\N	Nova Acta Leopold.	\N	\N	\N	Nova Acta Leopold.
12563	.Journal.%	\N	Nowe Drogi.	\N	\N	\N	Nowe Drogi.
12564	.Journal.%	\N	Rev Etud Ital.	\N	\N	\N	Rev Etud Ital.
12565	.Journal.%	\N	Nuestra Hist.	\N	\N	\N	Nuestra Hist.
12566	.Journal.%	\N	Rev Etud Juives.	\N	\N	\N	Rev Etud Juives.
12567	.Journal.%	\N	Rev Etud Lat.	\N	\N	\N	Rev Etud Lat.
12568	.Journal.%	\N	Nuevos Libros.	\N	\N	\N	Nuevos Libros.
12569	.Journal.%	\N	Rev Etud Slaves.	\N	\N	\N	Rev Etud Slaves.
12570	.Journal.%	\N	Jaarb Numaga.	\N	\N	\N	Jaarb Numaga.
12571	.Journal.%	\N	Numen.	\N	\N	\N	Numen.
12572	.Journal.%	\N	Rev Fom Soc.	\N	\N	\N	Rev Fom Soc.
12573	.Journal.%	\N	Rev Fr Hist Livre.	\N	\N	\N	Rev Fr Hist Livre.
12574	.Journal.%	\N	Nuova Antologia.	\N	\N	\N	Nuova Antologia.
12575	.Journal.%	\N	Nuova Riv Stor.	\N	\N	\N	Nuova Riv Stor.
12576	.Journal.%	\N	Rev Fr Hist Outre Mer.	\N	\N	\N	Rev Fr Hist Outre Mer.
12577	.Journal.%	\N	Objets Mondes.	\N	\N	\N	Objets Mondes.
12578	.Journal.%	\N	Rev Fuerzas Armadas Venez.	\N	\N	\N	Rev Fuerzas Armadas Venez.
12579	.Journal.%	\N	Ohio Hist.	\N	\N	\N	Ohio Hist.
12580	.Journal.%	\N	Old Engl Newsl.	\N	\N	\N	Old Engl Newsl.
12581	.Journal.%	\N	Rev Gen Mar.	\N	\N	\N	Rev Gen Mar.
12582	.Journal.%	\N	Old Northwest.	\N	\N	\N	Old Northwest.
12583	.Journal.%	\N	Oldenburg Familienkd.	\N	\N	\N	Oldenburg Familienkd.
12584	.Journal.%	\N	Rev Haute Auvergne.	\N	\N	\N	Rev Haute Auvergne.
12585	.Journal.%	\N	Omaly Anio.	\N	\N	\N	Omaly Anio.
12586	.Journal.%	\N	Rev Bibl Nac Jose Marti.	\N	\N	\N	Rev Bibl Nac Jose Marti.
12587	.Journal.%	\N	Ons Amst.	\N	\N	\N	Ons Amst.
12588	.Journal.%	\N	Ons Heem.	\N	\N	\N	Ons Heem.
12589	.Journal.%	\N	Opusculum.	\N	\N	\N	Opusculum.
12590	.Journal.%	\N	Orchester.	\N	\N	\N	Orchester.
12591	.Journal.%	\N	Oreg Hist Q.	\N	\N	\N	Oreg Hist Q.
12592	.Journal.%	\N	Pensee.	\N	\N	\N	Pensee.
12593	.Journal.%	\N	Organ.	\N	\N	\N	Organ.
12594	.Journal.%	\N	Pensee Hommes.	\N	\N	\N	Pensee Hommes.
12595	.Journal.%	\N	Oriens Extremus.	\N	\N	\N	Oriens Extremus.
12596	.Journal.%	\N	Pensiero Polit.	\N	\N	\N	Pensiero Polit.
12597	.Journal.%	\N	Period Counc Am Mil Past.	\N	\N	\N	Period Counc Am Mil Past.
12598	.Journal.%	\N	Oriente Crist.	\N	\N	\N	Oriente Crist.
12599	.Journal.%	\N	Oriente Mod.	\N	\N	\N	Oriente Mod.
12600	.Journal.%	\N	Ornicar.	\N	\N	\N	Ornicar.
12601	.Journal.%	\N	Perspect Am Hist.	\N	\N	\N	Perspect Am Hist.
12602	.Journal.%	\N	Osler Libr Newsl.	\N	\N	\N	Osler Libr Newsl.
12603	.Journal.%	\N	Perspect Mex Am Stud.	\N	\N	\N	Perspect Mex Am Stud.
12604	.Journal.%	\N	Osteuropa.	\N	\N	\N	Osteuropa.
12605	.Journal.%	\N	Philipp Q Cult Soc.	\N	\N	\N	Philipp Q Cult Soc.
12606	.Journal.%	\N	Philipp Stud.	\N	\N	\N	Philipp Stud.
12607	.Journal.%	\N	Oxf Econ Pap.	\N	\N	\N	Oxf Econ Pap.
12608	.Journal.%	\N	Oxf Ger Stud.	\N	\N	\N	Oxf Ger Stud.
12609	.Journal.%	\N	Philobiblon.	\N	\N	\N	Philobiblon.
12610	.Journal.%	\N	Philologus.	\N	\N	\N	Philologus.
12611	.Journal.%	\N	Philos Nat.	\N	\N	\N	Philos Nat.
12612	.Journal.%	\N	Rev Etud Grec.	\N	\N	\N	Rev Etud Grec.
12613	.Journal.%	\N	Notatki Plockie.	\N	\N	\N	Notatki Plockie.
12614	.Journal.%	\N	Oostvlaam Zanten.	\N	\N	\N	Oostvlaam Zanten.
12615	.Journal.%	\N	Post Hist.	\N	\N	\N	Post Hist.
12616	.Journal.%	\N	Pr Dejin Prir Ved.	\N	\N	\N	Pr Dejin Prir Ved.
12617	.Journal.%	\N	Pract Farm.	\N	\N	\N	Pract Farm.
12618	.Journal.%	\N	Precis Anal Trav.	\N	\N	\N	Precis Anal Trav.
12619	.Journal.%	\N	Presence Afr.	\N	\N	\N	Presence Afr.
12620	.Journal.%	\N	Print Q.	\N	\N	\N	Print Q.
12621	.Journal.%	\N	Probl Istor Demogr SSSR.	\N	\N	\N	Probl Istor Demogr SSSR.
12622	.Journal.%	\N	Proc Bot Soc Br Isles.	\N	\N	\N	Proc Bot Soc Br Isles.
12623	.Journal.%	\N	Pa Mag Hist Biogr.	\N	\N	\N	Pa Mag Hist Biogr.
12624	.Journal.%	\N	Pac Aff.	\N	\N	\N	Pac Aff.
12625	.Journal.%	\N	Philos Phenomenol Res.	\N	\N	\N	Philos Phenomenol Res.
12626	.Journal.%	\N	Philos Rev.	\N	\N	\N	Philos Rev.
12627	.Journal.%	\N	Philos Soc Sci.	\N	\N	\N	Philos Soc Sci.
12628	.Journal.%	\N	Philosophia (Mendoza).	\N	\N	\N	Philosophia (Mendoza).
12629	.Journal.%	\N	Phylon.	\N	\N	\N	Phylon.
12630	.Journal.%	\N	Pie.	\N	\N	\N	Pie.
12631	.Journal.%	\N	Pioneer Am Soc Trans.	\N	\N	\N	Pioneer Am Soc Trans.
12632	.Journal.%	\N	Platon (Athens).	\N	\N	\N	Platon (Athens).
12633	.Journal.%	\N	Plural Soc.	\N	\N	\N	Plural Soc.
12634	.Journal.%	\N	Pol Perspect.	\N	\N	\N	Pol Perspect.
12635	.Journal.%	\N	Pol Rev.	\N	\N	\N	Pol Rev.
12636	.Journal.%	\N	Pregon.	\N	\N	\N	Pregon.
12637	.Journal.%	\N	Pres Stud Q.	\N	\N	\N	Pres Stud Q.
12638	.Journal.%	\N	Polit Sci.	\N	\N	\N	Polit Sci.
12639	.Journal.%	\N	Pol West Aff.	\N	\N	\N	Pol West Aff.
12640	.Journal.%	\N	Polar Rec (Gr Brit).	\N	\N	\N	Polar Rec (Gr Brit).
12641	.Journal.%	\N	Policy Stud J.	\N	\N	\N	Policy Stud J.
12642	.Journal.%	\N	Presence Normande.	\N	\N	\N	Presence Normande.
12643	.Journal.%	\N	Policy Stud Rev.	\N	\N	\N	Policy Stud Rev.
12644	.Journal.%	\N	Princ Viana.	\N	\N	\N	Princ Viana.
12645	.Journal.%	\N	Princet Hist.	\N	\N	\N	Princet Hist.
12646	.Journal.%	\N	Princeton Univ Libr Chron.	\N	\N	\N	Princeton Univ Libr Chron.
12647	.Journal.%	\N	Proc Annu Meet West Soc Fr Hist.	\N	\N	\N	Proc Annu Meet West Soc Fr Hist.
12648	.Journal.%	\N	Oxf Slav Pap.	\N	\N	\N	Oxf Slav Pap.
12649	.Journal.%	\N	Pa Archaeol.	\N	\N	\N	Pa Archaeol.
12650	.Journal.%	\N	Pa Folklife.	\N	\N	\N	Pa Folklife.
12651	.Journal.%	\N	Pa Herit.	\N	\N	\N	Pa Herit.
12652	.Journal.%	\N	Pa Hist.	\N	\N	\N	Pa Hist.
12653	.Journal.%	\N	Pa Mennon Herit.	\N	\N	\N	Pa Mennon Herit.
12654	.Journal.%	\N	Pac Hist.	\N	\N	\N	Pac Hist.
12655	.Journal.%	\N	Pac Hist Rev.	\N	\N	\N	Pac Hist Rev.
12656	.Journal.%	\N	Pac Northwest.	\N	\N	\N	Pac Northwest.
12657	.Journal.%	\N	Pac Northwest Q.	\N	\N	\N	Pac Northwest Q.
12658	.Journal.%	\N	Pac Stud.	\N	\N	\N	Pac Stud.
12659	.Journal.%	\N	Pac Viewp.	\N	\N	\N	Pac Viewp.
12660	.Journal.%	\N	Polit Soc.	\N	\N	\N	Polit Soc.
12661	.Journal.%	\N	Proc Am Antiq Soc.	\N	\N	\N	Proc Am Antiq Soc.
12662	.Journal.%	\N	Paedagog Hist.	\N	\N	\N	Paedagog Hist.
12663	.Journal.%	\N	Politics (Syd).	\N	\N	\N	Politics (Syd).
12664	.Journal.%	\N	Prometeo (Milan).	\N	\N	\N	Prometeo (Milan).
12665	.Journal.%	\N	Polit Stud v2.	\N	\N	\N	Polit Stud v2.
12666	.Journal.%	\N	Polit Theory.	\N	\N	\N	Polit Theory.
12667	.Journal.%	\N	Polit Vierteljahresschr.	\N	\N	\N	Polit Vierteljahresschr.
12668	.Journal.%	\N	Palacio.	\N	\N	\N	Palacio.
12669	.Journal.%	\N	Politico (Pavia).	\N	\N	\N	Politico (Pavia).
12670	.Journal.%	\N	Proc Acad Polit Sci.	\N	\N	\N	Proc Acad Polit Sci.
12671	.Journal.%	\N	Pommern.	\N	\N	\N	Pommern.
12672	.Journal.%	\N	Palimpsest (Iowa City).	\N	\N	\N	Palimpsest (Iowa City).
12673	.Journal.%	\N	Panhand-Plains Hist Rev.	\N	\N	\N	Panhand-Plains Hist Rev.
12674	.Journal.%	\N	Pap Far East Hist.	\N	\N	\N	Pap Far East Hist.
12675	.Journal.%	\N	Panstwo Prawo.	\N	\N	\N	Panstwo Prawo.
12676	.Journal.%	\N	Pap Fr Seventeenth Century Lit.	\N	\N	\N	Pap Fr Seventeenth Century Lit.
12677	.Journal.%	\N	Pap Slov Stud.	\N	\N	\N	Pap Slov Stud.
12678	.Journal.%	\N	Pap Bibliogr Soc Can.	\N	\N	\N	Pap Bibliogr Soc Can.
12679	.Journal.%	\N	West Tenn Hist Soc Pap.	\N	\N	\N	West Tenn Hist Soc Pap.
12680	.Journal.%	\N	Pap Br Sch Rome.	\N	\N	\N	Pap Br Sch Rome.
12681	.Journal.%	\N	Parola Passato.	\N	\N	\N	Parola Passato.
12682	.Journal.%	\N	Parttort Kozl.	\N	\N	\N	Parttort Kozl.
12683	.Journal.%	\N	Passato Presente.	\N	\N	\N	Passato Presente.
12684	.Journal.%	\N	Patma Banasirakan Handes.	\N	\N	\N	Patma Banasirakan Handes.
12685	.Journal.%	\N	Patterns Prejudice.	\N	\N	\N	Patterns Prejudice.
12686	.Journal.%	\N	Peasant Stud.	\N	\N	\N	Peasant Stud.
12687	.Journal.%	\N	Pszichol Tanulman.	\N	\N	\N	Pszichol Tanulman.
12688	.Journal.%	\N	Q Rev.	\N	\N	\N	Q Rev.
12689	.Journal.%	\N	Polit Sci Q.	\N	\N	\N	Polit Sci Q.
12690	.Journal.%	\N	Partis Rev.	\N	\N	\N	Partis Rev.
12691	.Journal.%	\N	Rev Port Hist.	\N	\N	\N	Rev Port Hist.
12692	.Journal.%	\N	Quad Stor.	\N	\N	\N	Quad Stor.
12693	.Journal.%	\N	Rev Hist Eglise Fr.	\N	\N	\N	Rev Hist Eglise Fr.
12694	.Journal.%	\N	Rev Hist Litt Fr.	\N	\N	\N	Rev Hist Litt Fr.
12695	.Journal.%	\N	Rev Hist Maghreb.	\N	\N	\N	Rev Hist Maghreb.
12696	.Journal.%	\N	Rev Hist Mil.	\N	\N	\N	Rev Hist Mil.
12697	.Journal.%	\N	Rev Hist Mod Contemp.	\N	\N	\N	Rev Hist Mod Contemp.
12698	.Journal.%	\N	Rev Hist Naval.	\N	\N	\N	Rev Hist Naval.
12699	.Journal.%	\N	Rev Hist Philos Relig.	\N	\N	\N	Rev Hist Philos Relig.
12700	.Journal.%	\N	Rev Hist Am Argent.	\N	\N	\N	Rev Hist Am Argent.
12701	.Journal.%	\N	Rev Hist Psicol.	\N	\N	\N	Rev Hist Psicol.
12702	.Journal.%	\N	Rev Hist Relig.	\N	\N	\N	Rev Hist Relig.
12703	.Journal.%	\N	Rev Hist Am Fr.	\N	\N	\N	Rev Hist Am Fr.
12704	.Journal.%	\N	Rev Hist Armees.	\N	\N	\N	Rev Hist Armees.
12705	.Journal.%	\N	Rev Indias.	\N	\N	\N	Rev Indias.
12706	.Journal.%	\N	Rev Hist Bordeaux Dep Gironde.	\N	\N	\N	Rev Hist Bordeaux Dep Gironde.
12707	.Journal.%	\N	Rev Inst Eur.	\N	\N	\N	Rev Inst Eur.
12708	.Journal.%	\N	Rev Hist Canaria.	\N	\N	\N	Rev Hist Canaria.
12709	.Journal.%	\N	Rev Inst Hist Geogr Bras.	\N	\N	\N	Rev Inst Hist Geogr Bras.
12710	.Journal.%	\N	Rev Inst Napoleon.	\N	\N	\N	Rev Inst Napoleon.
12711	.Journal.%	\N	Rev Hist Deuxieme Guerre Mond.	\N	\N	\N	Rev Hist Deuxieme Guerre Mond.
12712	.Journal.%	\N	Rev Int Philos.	\N	\N	\N	Rev Int Philos.
12713	.Journal.%	\N	Rev Islenha.	\N	\N	\N	Rev Islenha.
12714	.Journal.%	\N	Rev Lang Rom.	\N	\N	\N	Rev Lang Rom.
12715	.Journal.%	\N	Rev Louvre Mus Fr.	\N	\N	\N	Rev Louvre Mus Fr.
12716	.Journal.%	\N	Rev Metaphys Morale.	\N	\N	\N	Rev Metaphys Morale.
12717	.Journal.%	\N	Rev Mex Cienc Polit Soc.	\N	\N	\N	Rev Mex Cienc Polit Soc.
12718	.Journal.%	\N	Rev Mus Nac.	\N	\N	\N	Rev Mus Nac.
12719	.Journal.%	\N	Rev Nord.	\N	\N	\N	Rev Nord.
12720	.Journal.%	\N	Rev Numis.	\N	\N	\N	Rev Numis.
12721	.Journal.%	\N	Rev Occident Musulman Mediterr.	\N	\N	\N	Rev Occident Musulman Mediterr.
12722	.Journal.%	\N	Rev Palais Decouv.	\N	\N	\N	Rev Palais Decouv.
12723	.Journal.%	\N	Rev Pau Bearn.	\N	\N	\N	Rev Pau Bearn.
12724	.Journal.%	\N	Rev Philol Litt Hist Anc.	\N	\N	\N	Rev Philol Litt Hist Anc.
12725	.Journal.%	\N	Philipp Soc Sci Humanit Rev.	\N	\N	\N	Philipp Soc Sci Humanit Rev.
12726	.Journal.%	\N	Rev Philos Louv.	\N	\N	\N	Rev Philos Louv.
12727	.Journal.%	\N	Rev Quest Sci.	\N	\N	\N	Rev Quest Sci.
12728	.Journal.%	\N	Rev Radic Polit Econ.	\N	\N	\N	Rev Radic Polit Econ.
12729	.Journal.%	\N	Rev Rev Interam.	\N	\N	\N	Rev Rev Interam.
12730	.Journal.%	\N	Rev Roum Hist.	\N	\N	\N	Rev Roum Hist.
12731	.Journal.%	\N	Rev Saintonge Aunis.	\N	\N	\N	Rev Saintonge Aunis.
12732	.Journal.%	\N	Rev Sci Hum.	\N	\N	\N	Rev Sci Hum.
12733	.Journal.%	\N	Rev Sci Morales Polit.	\N	\N	\N	Rev Sci Morales Polit.
12734	.Journal.%	\N	Rev Sci Philos Theol.	\N	\N	\N	Rev Sci Philos Theol.
12735	.Journal.%	\N	Rev Sci Soc Fr Est.	\N	\N	\N	Rev Sci Soc Fr Est.
12736	.Journal.%	\N	Rev Soc Bolivar Venez.	\N	\N	\N	Rev Soc Bolivar Venez.
12737	.Journal.%	\N	Rev Soc Bras Hist Cienc.	\N	\N	\N	Rev Soc Bras Hist Cienc.
12738	.Journal.%	\N	Rev Soc Econ.	\N	\N	\N	Rev Soc Econ.
12739	.Journal.%	\N	Voen Istor Zh.	\N	\N	\N	Voen Istor Zh.
12740	.Journal.%	\N	Vojnois Glas.	\N	\N	\N	Vojnois Glas.
12741	.Journal.%	\N	Volkskunde.	\N	\N	\N	Volkskunde.
12742	.Journal.%	\N	Vopr Istor.	\N	\N	\N	Vopr Istor.
12743	.Journal.%	\N	Vopr Istor Estestvozn Tekh.	\N	\N	\N	Vopr Istor Estestvozn Tekh.
12744	.Journal.%	\N	Rev Istor v2.	\N	\N	\N	Rev Istor v2.
12745	.Journal.%	\N	Rev Occidente.	\N	\N	\N	Rev Occidente.
12746	.Journal.%	\N	Rev Pol Acad Sci.	\N	\N	\N	Rev Pol Acad Sci.
12747	.Journal.%	\N	Rev Hist (Paris).	\N	\N	\N	Rev Hist (Paris).
12748	.Journal.%	\N	Vt Hist.	\N	\N	\N	Vt Hist.
12749	.Journal.%	\N	Rhein Mus Philol.	\N	\N	\N	Rhein Mus Philol.
12750	.Journal.%	\N	Rudolstaedter Heimath.	\N	\N	\N	Rudolstaedter Heimath.
12751	.Journal.%	\N	Rutland Rec.	\N	\N	\N	Rutland Rec.
12752	.Journal.%	\N	Monum Hist.	\N	\N	\N	Monum Hist.
12753	.Journal.%	\N	Rev Hist Econ Soc.	\N	\N	\N	Rev Hist Econ Soc.
12754	.Journal.%	\N	Rev Soc Savantes Haute Normandie.	\N	\N	\N	Rev Soc Savantes Haute Normandie.
12755	.Journal.%	\N	Vt Hist News.	\N	\N	\N	Vt Hist News.
12756	.Journal.%	\N	Rev Tarn.	\N	\N	\N	Rev Tarn.
12757	.Journal.%	\N	Rev Trav Acad Sci Morales Polit C R Seances.	\N	\N	\N	Rev Trav Acad Sci Morales Polit C R Seances.
12758	.Journal.%	\N	W Va Hist.	\N	\N	\N	W Va Hist.
12759	.Journal.%	\N	Rev Univ.	\N	\N	\N	Rev Univ.
12760	.Journal.%	\N	Rev Univ Brux.	\N	\N	\N	Rev Univ Brux.
12761	.Journal.%	\N	War Soc.	\N	\N	\N	War Soc.
12762	.Journal.%	\N	Rev Vivarais.	\N	\N	\N	Rev Vivarais.
12763	.Journal.%	\N	Wash Q.	\N	\N	\N	Wash Q.
12764	.Journal.%	\N	Welsh Hist Rev.	\N	\N	\N	Welsh Hist Rev.
12765	.Journal.%	\N	Rhodesiana.	\N	\N	\N	Rhodesiana.
12766	.Journal.%	\N	Richmond Cty Hist.	\N	\N	\N	Richmond Cty Hist.
12767	.Journal.%	\N	Wen Wu.	\N	\N	\N	Wen Wu.
12768	.Journal.%	\N	Rig.	\N	\N	\N	Rig.
12769	.Journal.%	\N	Wereld Zending.	\N	\N	\N	Wereld Zending.
12770	.Journal.%	\N	Rinascimento.	\N	\N	\N	Rinascimento.
12771	.Journal.%	\N	West Can J Anthropol.	\N	\N	\N	West Can J Anthropol.
12772	.Journal.%	\N	West Eur Polit.	\N	\N	\N	West Eur Polit.
12773	.Journal.%	\N	West Folk.	\N	\N	\N	West Folk.
12774	.Journal.%	\N	Riv Estet.	\N	\N	\N	Riv Estet.
12775	.Journal.%	\N	Riv Filol Istruz Classica.	\N	\N	\N	Riv Filol Istruz Classica.
12776	.Journal.%	\N	Riv Filos.	\N	\N	\N	Riv Filos.
12777	.Journal.%	\N	Riv Int Sci Sociali.	\N	\N	\N	Riv Int Sci Sociali.
12778	.Journal.%	\N	West Hum Rev.	\N	\N	\N	West Hum Rev.
12779	.Journal.%	\N	Riv Maritt.	\N	\N	\N	Riv Maritt.
12780	.Journal.%	\N	Riv Meteorol Aeronaut.	\N	\N	\N	Riv Meteorol Aeronaut.
12781	.Journal.%	\N	West Ill Reg Stud.	\N	\N	\N	West Ill Reg Stud.
12782	.Journal.%	\N	West J Speech Commun.	\N	\N	\N	West J Speech Commun.
12783	.Journal.%	\N	West Pa Hist Mag.	\N	\N	\N	West Pa Hist Mag.
12784	.Journal.%	\N	Riv Psicol Soc Arch Ital Psicol Gen.	\N	\N	\N	Riv Psicol Soc Arch Ital Psicol Gen.
12785	.Journal.%	\N	West Polit Q.	\N	\N	\N	West Polit Q.
12786	.Journal.%	\N	West States Jew Hist.	\N	\N	\N	West States Jew Hist.
