bmkegId	journalTitle	nlmId	abbr	ISSN
21387	"Cells, tissues, organs."	100883360	Cells Tissues Organs	1422-6405
21388	Journal of hazardous materials.	9422688	J Hazard Mater	0304-3894
21392	The oncologist.	9607837	Oncologist	1083-7159
21393	Midwifery today with international midwife.	100888783	Midwifery Today Int Midwife	\N
21394	European journal of nutrition.	100888704	Eur J Nutr	1436-6207
21396	Health estate.	100888268	Health Estate	\N
21397	Health Forum journal.	100884164	Health Forum J	1527-3547
21398	Cardiology in review.	9304686	Cardiol Rev	1061-5377
21399	AIDS patient care and STDs.	9607225	AIDS Patient Care STDS	1087-2914
21401	Issue brief (Center for Studying Health System Change)	9806954	Issue Brief Cent Stud Health Syst Change	\N
21402	Healthy People 2000 statistical notes / National Center for Health Statistics.	9315564	Healthy People 2000 Stat Notes	\N
21403	Behavioral ecology and sociobiology.	7608456	Behav Ecol Sociobiol	0340-5443
21405	The Pennsylvania medical journal.	200647	Pa Med J	0096-0667
21406	The journal of adhesive dentistry.	100888552	J Adhes Dent	1461-5185
21408	Diabetes/metabolism research and reviews.	100883450	Diabetes Metab Res Rev	1520-7552
21411	Strabismus.	9310896	Strabismus	0927-3972
21412	Ultrasonics sonochemistry.	9433356	Ultrason Sonochem	1350-4177
21414	Crop science.	100955697	Crop Sci	0011-183X
21415	Structure with Folding & design.	100889329	Structure Fold Des	0969-2126
21417	Nature cell biology.	100890575	Nat Cell Biol	1465-7392
21418	Reviews in medical virology.	9112448	Rev Med Virol	1052-9276
21419	"Marine biotechnology (New York, N.Y.)"	100892712	Mar Biotechnol (NY)	1436-2228
21423	New directions for child and adolescent development.	100886823	New Dir Child Adolesc Dev	1520-3247
21425	Clinical and experimental pathology.	100889732	Clin Exp Pathol	1292-7953
21426	Luminescence	100889025	Luminescence	1522-7235
21430	American journal of audiology.	9114917	Am J Audiol	1059-0889
21431	Home care manager.	9809996	Home Care Manag	1094-0375
21432	Applied occupational and environmental hygiene.	9103256	Appl Occup Environ Hyg	1047-322X
21433	"Behavior research methods, instruments, & computers"	8413015	Behav Res Methods Instrum Comput	0743-3808
21435	Cardiovascular pathology	9212060	Cardiovasc Pathol	1054-8807
21436	"Clinical biomechanics (Bristol, Avon)"	8611877	"Clin Biomech (Bristol, Avon)"	0268-0033
21437	Combinatorial chemistry & high throughput screening.	9810948	Comb Chem High Throughput Screen	1386-2073
21438	"Diabetes, nutrition & metabolism."	8813443	Diabetes Nutr Metab	0394-3402
21439	Endocrine-related cancer.	9436481	Endocr Relat Cancer	1351-0088
21440	European journal of paediatric neurology	9715169	Eur J Paediatr Neurol	1090-3798
21441	Genetic testing.	9802546	Genet Test	1090-6576
21442	Journal of biological inorganic chemistry	9616326	J Biol Inorg Chem	0949-8257
21443	"Nutrition, metabolism, and cardiovascular diseases"	9111474	Nutr Metab Cardiovasc Dis	0939-4753
21444	Public health nutrition.	9808463	Public Health Nutr	1368-9800
21447	Antiviral therapy.	9815705	Antivir Ther	1359-6535
21448	Scandinavian journal of public health.	100883503	Scand J Public Health	1403-4948
21450	The Australian journal of holistic nursing.	100886426	Aust J Holist Nurs	1322-8803
21455	Journal of clinical densitometry	9808212	J Clin Densitom	1094-6950
21463	Clinical excellence for nurse practitioners	9816180	Clin Excell Nurse Pract	1085-2360
21464	Journal of child and family nursing.	9892302	J Child Fam Nurs	1098-7134
21467	The international journal of psychiatric nursing research.	9508871	Int J Psychiatr Nurs Res	0968-0624
21468	Journal of child health care	9806360	J Child Health Care	1367-4935
21469	Journal de la Societe de biologie.	100890617	J Soc Biol	\N
21470	Acta botanica Gallica	100955707	Acta Bot Gallica	1253-8078
21473	Manual therapy.	9610924	Man Ther	1356-689X
21475	Nursing leadership forum.	9503422	Nurs Leadersh Forum	1076-1632
21476	Hypertension in pregnancy	9421297	Hypertens Pregnancy	1064-1955
21477	The Canadian journal of clinical pharmacology = Journal canadien de pharmacologie clinique.	9804162	Can J Clin Pharmacol	1198-581X
21478	MMW Fortschritte der Medizin.	100893959	MMW Fortschr Med	1438-3276
21481	Journal of tissue viability.	9306822	J Tissue Viability	0965-206X
21482	Genes and immunity.	100953417	Genes Immun	1466-4879
21484	Advanced drug delivery reviews.	8710523	Adv Drug Deliv Rev	0169-409X
21485	Ambulatory surgery.	9431866	Ambulatory surgery.	0966-6532
21487	Applied animal behaviour science.	8504276	Appl Anim Behav Sci	0168-1591
21488	"Aquatic toxicology (Amsterdam, Netherlands)"	8500246	Aquat Toxicol	0166-445X
21489	Biochemical education.	7507917	Biochemical education.	0307-4412
21490	Behavioural processes.	7703854	Behav Processes	0376-6357
21493	Cardiovascular radiation medicine.	100888865	Cardiovasc Radiat Med	1522-1865
21494	Clinical eye and vision care.	8913422	Clinical eye and vision care.	0953-4431
21496	Clinical positron imaging	9810966	Clin Positron Imaging	1095-0397
21498	The International journal on drug policy.	9014759	The International journal on drug policy.	0955-3959
21499	Environmental and experimental botany.	7610775	Environ Exp Bot	0098-8472
21500	European journal of internal medicine.	9003220	Eur J Intern Med	0953-6205
21501	Environmental microbiology.	100883692	Environ Microbiol	1462-2912
21502	Journal of women's health & gender-based medicine.	100888719	J Womens Health Gend Based Med	1524-6094
21503	Journal of neurologic rehabilitation.	8804109	J Neurol Rehabil	0888-4390
21505	International journal of systematic and evolutionary microbiology.	100899600	Int J Syst Evol Microbiol	1466-5026
21506	Evolution and human behavior	9709475	Evol Hum Behav	1090-5138
21507	Environmental toxicology and pharmacology.	9612020	Environmental toxicology and pharmacology.	1382-6689
21508	Fitoterapia.	16930290R	Fitoterapia	0367-326X
21509	European journal of heart failure	100887595	Eur J Heart Fail	1388-9842
21510	Hepatology research	9711801	Hepatol Res	1386-6346
21511	"International contact lens clinic (New York, N.Y.)"	8805638	"International contact lens clinic (New York, N.Y.)"	0892-8967
21513	Integrative medicine	9810962	Integrative medicine	1096-2190
21514	Journal of experimental marine biology and ecology.	9879543	Journal of experimental marine biology and ecology.	0022-0981
21515	The Journal of nutritional biochemistry.	9010081	The Journal of nutritional biochemistry.	0955-2863
21518	Pathophysiology	9433813	Pathophysiology	0928-4680
21519	Primary care update for Ob/Gyns.	9431228	Primary care update for Ob/Gyns.	1068-607X
21520	Progress in pediatric cardiology.	9209539	Prog Pediatr Cardiol	1058-9813
21521	"Process biochemistry (Barking, London, England)"	9211419	Process Biochem	1359-5113
21522	Parkinsonism & related disorders.	9513583	Parkinsonism Relat Disord	1353-8020
21524	Small ruminant research	9885624	Small ruminant research	0921-4488
21525	Journal of stored products research.	144220	J Stored Prod Res	0022-474X
21526	Journal of thermal biology.	7600115	J Therm Biol	0306-4565
21527	The Knee.	9430798	Knee	0968-0160
21528	Toxicology in vitro	8712158	Toxicol In Vitro	0887-2333
21529	Urologic oncology.	9805460	Urol Oncol	1078-1439
21531	The Astronomical journal.	100955716	Astron J	0004-6256
21532	The Astrophysical journal.	9890633	Astrophys J	0004-637X
21533	The Astrophysical journal. Supplement series.	100955717	Astrophys J Suppl Ser	0067-0049
21534	The Journal of geology.	100955718	J Geol	0022-1376
21536	Current anthropology.	421035	Curr Anthropol	0011-3204
21537	The Journal of consumer research.	100955720	J Consum Res	0093-5301
21538	The Journal of modern history.	100955721	J Mod Hist	0022-2801
21542	Japanese journal of infectious diseases.	100893704	Jpn J Infect Dis	1344-6304
21544	Evidence report/technology assessment (Summary)	100890218	Evid Rep Technol Assess (Summ)	1530-440x
21546	Sao Paulo medical journal = Revista paulista de medicina.	100897261	Sao Paulo Med J	1516-3180
21551	Cloning.	100883430	Cloning	1520-4553
21552	Diabetes technology & therapeutics.	100889084	Diabetes Technol Ther	1520-9156
21554	Contributions to microbiology.	9815689	Contrib Microbiol	1420-9519
21556	WMJ	9716054	WMJ	1098-1861
21558	International journal of occupational safety and ergonomics	9507598	Int J Occup Saf Ergon	1080-3548
21559	Clinical cornerstone.	9816002	Clin Cornerstone	1098-3597
21560	The Clinical neuropsychologist.	8806548	Clin Neuropsychol	0920-1637
21561	Drugs in R&D.	100883647	Drugs R D	1174-5886
21562	Eating and weight disorders	9707113	Eat Weight Disord	1124-4909
21563	The international tinnitus journal.	9612993	Int Tinnitus J	0946-5448
21564	Home healthcare nurse manager.	100884165	Home Healthc Nurse Manag	1520-5657
21565	Journal of epidemiology and biostatistics.	9611181	J Epidemiol Biostat	1359-5229
21566	Maternal and child health journal.	9715672	Matern Child Health J	1092-7875
21567	Methods in cell science	9515839	Methods Cell Sci	1381-5741
21568	Psychonomic bulletin & review.	9502924	Psychon Bull Rev	1069-9384
21569	Sheng wu gong cheng xue bao = Chinese journal of biotechnology.	9426463	Sheng Wu Gong Cheng Xue Bao	1000-3061
21570	Systematic parasitology.	8111384	Syst Parasitol	0165-5752
21571	Journal of molecular modeling (Online)	9806569	J Mol Model (Online)	\N
21573	European psychiatry	9111820	Eur Psychiatry	0924-9338
21574	Plant biosystems.	100955491	G Bot Ital	1126-3504
21575	JBR-BTR	100888280	JBR-BTR	0302-7430
21577	The Chinese journal of dental research	100892845	Chin J Dent Res	1462-6446
21582	Bailliere's best practice & research. Clinical rheumatology.	100883496	Baillieres Best Pract Res Clin Rheumatol	1521-6942
21583	Seton Hall law review.	100892382	Seton Hall Law Rev	0586-5964
21584	State legislatures.	100890177	State Legis	0147-6041
21585	Journal of health law.	100883816	J Health Law	1526-2472
21586	Health law journal.	9804242	Health Law J	1192-8336
21587	Clinical privilege white paper.	100892390	Clin Privil White Pap	0001-1000
21588	"Professional development series (Chicago, Ill.)"	100891567	Prof Dev Ser (Chic Ill)	\N
21589	Hospitals & health networks 360	100892665	Hosp Health Netw 360	\N
21590	"Genesis (New York, N.Y."	100931242	Genesis	1526-954X
21591	Journal of biochemistry and molecular biology.	9702084	J Biochem Mol Biol	1225-8687
21592	Microbes and infection / Institut Pasteur.	100883508	Microbes Infect	1286-4579
21595	"Surgical laparoscopy, endoscopy & percutaneous techniques."	100888751	Surg Laparosc Endosc Percutan Tech	1530-4515
21596	"Fiziolohichnyi zhurnal (Kiev, Ukraine"	9601541	Fiziol Zh	\N
21598	Bailliere's best practice & research. Clinical gastroenterology.	100894206	Baillieres Best Pract Res Clin Gastroenterol	1521-6918
21602	Journal of hematotherapy & stem cell research.	100892915	J Hematother Stem Cell Res	1525-8165
21603	Alberta RN / Alberta Association of Registered Nurses.	100883278	Alta RN	1481-9988
21607	Healthy People 2000 statistics and surveillance / National Center for Health Statistics.	9315565	Healthy People 2000 Stat Surveill	\N
21611	Liver transplantation	100909185	Liver Transpl	1527-6465
21613	Evolution & development.	100883432	Evol Dev	1520-541X
21614	IUBMB life.	100888706	IUBMB Life	1521-6543
21618	Care management journals	100888264	Care Manag J	1521-0987
21619	American journal of physiology. Heart and circulatory physiology.	100901228	Am J Physiol Heart Circ Physiol	0363-6135
21620	"American journal of physiology. Regulatory, integrative and comparative physiology."	100901230	Am J Physiol Regul Integr Comp Physiol	0363-6119
21621	American journal of physiology. Gastrointestinal and liver physiology.	100901227	Am J Physiol Gastrointest Liver Physiol	0193-1857
21622	American journal of physiology. Endocrinology and metabolism.	100901226	Am J Physiol Endocrinol Metab	0193-1849
21623	American journal of physiology. Cell physiology.	100901225	Am J Physiol Cell Physiol	0363-6143
21624	American journal of physiology. Lung cellular and molecular physiology.	100901229	Am J Physiol Lung Cell Mol Physiol	1040-0605
21625	American journal of physiology. Renal physiology.	100901990	Am J Physiol Renal Physiol	0363-6127
21632	Health & place.	9510067	Health Place	1353-8292
21634	Drug discovery today.	9604391	Drug Discov Today	1359-6446
21636	Journal of cardiovascular pharmacology and therapeutics.	9602617	J Cardiovasc Pharmacol Ther	1074-2484
21641	Han'guk Nonghwa Hakhoe chi.	100961728	Hanguk Nonghwa Hakhoe Chi	0368-2897
21642	"European journal of pain (London, England)"	9801774	Eur J Pain	1090-3801
21645	Neuro-oncology.	100887420	Neuro-oncol	1522-8517
21646	Journal of Nippon Medical School = Nihon Ika Daigaku zasshi.	100935589	J Nippon Med Sch	1345-4676
21647	Diabete & metabolisme.	7604157	Diabete Metab	0338-1684
21648	"Neoplasia (New York, N.Y.)"	100886622	Neoplasia	1522-8002
21650	Bailliere's best practice & research. Clinical obstetrics & gynaecology.	100890322	Baillieres Best Pract Res Clin Obstet Gynaecol	1521-6934
21651	European journal of medicinal chemistry.	420510	Eur J Med Chem	0223-5234
21653	"Sante publique (Vandoeuvre-les-Nancy, France)"	9216153	Sante Publique	0995-3914
21654	Water environment research	9886167	Water Environ Res	1061-4303
21655	JAAPA	9513102	JAAPA	\N
21657	Sleep medicine.	100898759	Sleep Med	1389-9457
21658	Cancer biotherapy & radiopharmaceuticals.	9605408	Cancer Biother Radiopharm	1084-9785
21659	Cancer control	9438457	Cancer Control	1073-2748
21661	Clinical allergy and immunology.	9431211	Clin Allergy Immunol	1075-7910
21662	Clinical laboratory.	9705611	Clin Lab	1433-6510
21663	Developmental neuropsychology.	8702038	Dev Neuropsychol	8756-5641
21665	Drug delivery.	9417471	Drug Deliv	1071-7544
21666	"Dyslexia (Chichester, England)"	9511375	Dyslexia	1076-9242
21667	Health care management science.	9815649	Health Care Manag Sci	1386-9620
21668	Journal of combinatorial chemistry.	100886263	J Comb Chem	1520-4766
21669	The Israel Medical Association journal	100930740	Isr Med Assoc J	1565-1088
21670	Italian heart journal	100909716	Ital Heart J	1129-471X
21671	Journal of family psychology	8802265	J Fam Psychol	0893-3200
21672	The journal of gene medicine.	9815764	J Gene Med	1099-498X
21673	"The journal of nutrition, health & aging."	100893366	J Nutr Health Aging	1279-7707
21674	Review of palaeobotany and palynology.	100961734	Rev Palaeobot Palynol	0034-6667
21675	Nefrologia	8301215	Nefrologia	0211-6995
21677	Organic letters.	100890393	Org Lett	1523-7060
21678	Psychological assessment.	8915253	Psychol Assess	1040-3590
21679	Psychology of addictive behaviors	8802734	Psychol Addict Behav	0893-164X
21681	Seminars in dialysis.	8911629	Semin Dial	0894-0959
21682	BJOG	100935741	BJOG	1470-0328
21686	"Chemistry (Weinheim an der Bergstrasse, Germany)"	9513783	Chemistry	0947-6539
21687	Nursing times. Nursing homes.	100890994	Nurs Times Nurs Homes	\N
21688	Dong wu xue bao. [Acta zoologica Sinica].	32151	Dong Wu Xue Bao	0001-7302
21689	Skin therapy letter.	9891441	Skin Therapy Lett	1201-5989
21690	The AIDS reader.	9206753	AIDS Read	1053-0894
21693	"Gynecologie, obstetrique & fertilite."	100936305	Gynecol Obstet Fertil	1297-9589
21694	The Brazilian journal of infectious diseases	9812937	Braz J Infect Dis	1413-8670
21696	"Colloids and surfaces. B, Biointerfaces."	9315133	Colloids Surf B Biointerfaces	0927-7765
21697	"Joint, bone, spine"	100938016	Joint Bone Spine	1297-319X
21698	AIHAJ	100939625	AIHAJ	1529-8663
21699	"Nucleosides, nucleotides & nucleic acids."	100892832	Nucleosides Nucleotides Nucleic Acids	1525-7770
21700	Journal of midwifery & women's health.	100909407	J Midwifery Womens Health	1526-9523
21701	Journal of endovascular therapy	100896915	J Endovasc Ther	1526-6028
21702	Chirurgie de la main.	100937750	Chir Main	\N
21703	Hong Kong medical journal = Xianggang yi xue za zhi / Hong Kong Academy of Medicine.	9512509	Hong Kong Med J	1024-2708
21704	Seminars in neonatology	9606001	Semin Neonatol	1084-2756
21705	Doklady biological sciences	7505459	Dokl Biol Sci	0012-4966
21707	"Bioelectrochemistry (Amsterdam, Netherlands)"	100953583	Bioelectrochemistry	1567-5394
21708	Journal of health communication.	9604100	J Health Commun	1081-0730
21709	Soil biology & biochemistry.	244736	Soil Biol Biochem	0038-0717
21710	Journal of biomolecular screening	9612112	J Biomol Screen	1087-0571
21711	Cochrane database of systematic reviews (Online	100909747	Cochrane Database Syst Rev	\N
21712	Biomolecular engineering.	100928062	Biomol Eng	1389-0344
21714	Biofouling.	9200331	Biofouling	0892-7014
21715	Revue roumaine de virologie.	7605718	Rev Roum Virol	0300-158X
21716	Die Infusionstherapie.	7613113	Infusionstherapie	0301-3243
21720	Cellular microbiology.	100883691	Cell Microbiol	1462-5814
21724	Biochemical engineering journal.	9891831	Biochemical engineering journal.	1369-703X
21727	Journal of nursing scholarship	100911591	J Nurs Scholarsh	1527-6546
21728	"JONA'S healthcare law, ethics and regulation."	100888423	JONAS Healthc Law Ethics Regul	1520-9229
21730	Journal of clinical neuroscience	9433352	J Clin Neurosci	0967-5868
21734	Functional & integrative genomics.	100939343	Funct Integr Genomics	1438-793X
21736	Assistenza infermieristica e ricerca	100901776	Assist Inferm Ric	1592-5986
21737	Journal of the International Academy of Periodontology.	100888553	J Int Acad Periodontol	1466-2094
21738	Maryland medicine	100931679	Md Med	1538-2656
21739	"Journal of veterinary medicine. A, Physiology, pathology, clinical medicine."	100955112	J Vet Med A Physiol Pathol Clin Med	0931-184X
21740	Molecular urology.	9709255	Mol Urol	1091-5362
21742	Nephrology nursing journal	100909377	Nephrol Nurs J	1526-744X
21745	Medicare brief / National Academy of Social Insurance.	100899263	Medicare Brief	\N
21747	Bailliere's best practice & research. Clinical haematology.	100900679	Baillieres Best Pract Res Clin Haematol	1521-6926
21748	Comparative medicine.	100900466	Comp Med	1532-0820
21749	"Pneumologia (Bucharest, Romania)"	100941067	Pneumologia	\N
21750	Nature immunology.	100941354	Nat Immunol	1529-2908
21751	European journal of applied physiology.	100954790	Eur J Appl Physiol	1439-6319
21752	"Journal of veterinary medicine. B, Infectious diseases and veterinary public health."	100955260	J Vet Med B Infect Dis Vet Public Health	0931-1793
21755	Advances in physiology education.	100913944	Adv Physiol Educ	1043-4046
21757	In vitro & molecular toxicology.	9808800	In Vitr Mol Toxicol	1097-9336
21759	International journal of sport nutrition and exercise metabolism.	100939812	Int J Sport Nutr Exerc Metab	1526-484X
21760	Forschende Komplementarmedizin und klassische Naturheilkunde = Research in complementary and natural classical medicine.	100958201	Forsch Komplementarmed Klass Naturheilkd	1424-7364
21761	Mouth (American Student Dental Association)	100939354	Mouth	1529-5044
21762	Journal of orthodontics.	100957268	J Orthod	1465-3125
21763	MedGenMed [electronic resource]	100894134	MedGenMed	\N
21766	Symposium series (Society for Applied Microbiology)	100892834	Symp Ser Soc Appl Microbiol	1467-4734
21768	Environmental science & technology.	213155	Environ Sci Technol	0013-936X
21770	Alcohol research & health	100900708	Alcohol Res Health	1535-7414
21771	The Case manager.	9305123	Case Manager	1061-9259
21772	CIN plus.	100883848	CIN Plus	1098-7126
21773	"Down's syndrome, research and practice"	9508122	Downs Syndr Res Pract	0968-7912
21775	Nursing & health sciences.	100891857	Nurs Health Sci	1441-0745
21776	School nurse news.	100956395	School Nurse News	1080-7543
21778	Klinicheskaia khirurgiia.	376360	Klin Khir	0023-2130
21779	Anesthesiology clinics of North America.	8810131	Anesthesiol Clin North America	0889-8537
21780	Applied immunohistochemistry & molecular morphology	100888796	Appl Immunohistochem Mol Morphol	1541-2016
21781	Archives of facial plastic surgery	100883500	Arch Facial Plast Surg	1521-2491
21782	Epileptic disorders	100891853	Epileptic Disord	1294-9361
21783	Ernst Schering Research Foundation workshop.	9422786	Ernst Schering Res Found Workshop	0947-6075
21784	Health communication.	8908762	Health Commun	1041-0236
21785	Journal of agricultural safety and health.	9613956	J Agric Saf Health	1074-7583
21786	Journal of biomedical optics.	9605853	J Biomed Opt	1083-3668
21787	Journal of experimental psychology. Applied.	9507618	J Exp Psychol Appl	1076-898X
21788	Journal of pharmacy & pharmaceutical sciences [electronic resource]	9807281	J Pharm Pharm Sci	\N
21789	"Logopedics, phoniatrics, vocology."	9617311	Logoped Phoniatr Vocol	1401-5439
21790	"Medicine, health care, and philosophy."	9815900	Med Health Care Philos	1386-7423
21791	Mental retardation and developmental disabilities research reviews.	9517974	Ment Retard Dev Disabil Res Rev	1080-4013
21792	Metabolic engineering.	9815657	Metab Eng	1096-7176
21793	Molecular therapy	100890581	Mol Ther	1525-0016
21795	Neural networks	8805018	Neural Netw	0893-6080
21796	Neuropathology	9606526	Neuropathology	0919-6544
21797	Nicotine & tobacco research	9815751	Nicotine Tob Res	1462-2203
21798	Paediatric drugs.	100883685	Paediatr Drugs	1174-5878
21800	Pituitary.	9814578	Pituitary	1386-341X
21801	Platelets.	9208117	Platelets	0953-7104
21802	Psychological methods.	9606928	Psychol Methods	1082-989X
21803	"Neuropsychology, development, and cognition. Section C, Child neuropsychology"	9512515	Neuropsychol Dev Cogn Sect C Child Neuropsychol	0929-7049
21804	Bailliere's best practice & research. Clinical endocrinology & metabolism.	100957144	Baillieres Best Pract Res Clin Endocrinol Metab	1521-690X
21805	Cultural diversity & ethnic minority psychology.	100956435	Cultur Divers Ethnic Minor Psychol	1099-9809
21806	Acta paediatrica Taiwanica = Taiwan er ke yi xue hui za zhi.	100958202	Acta Paediatr Taiwan	\N
21807	Medycyna wieku rozwojowego.	100928610	Med Wieku Rozwoj	1428-345X
21809	AIDS & public policy journal.	8708548	AIDS Public Policy J	0887-3852
21810	"Journal of microbiology, immunology, and infection = Wei mian yu gan ran za zhi."	100956211	J Microbiol Immunol Infect	1684-1182
21811	Zhonghua Shen Jing Ge Za Zhi.	9616315	Zhonghua Shen Jing Ge Za Zhi	1006-7876
21812	Issue Brief (Public Policy Institute (American Association of Retired Persons))	100898603	Issue Brief (Public Policy Inst (Am Assoc Retired Pers))	1063-3189
21814	Journal of physiological anthropology and applied human science.	100930389	J Physiol Anthropol Appl Human Sci	1345-3475
21816	The Kaohsiung journal of medical sciences.	100960562	Kaohsiung J Med Sci	1607-551X
21817	Journal of toxicology and environmental health. Part A.	100960995	J Toxicol Environ Health A	1528-7394
21819	Early pregnancy (Online)	100940263	Early Pregnancy	\N
21821	Journal of acquired immune deficiency syndromes (1999)	100892005	J Acquir Immune Defic Syndr	1525-4135
21822	Clinical & experimental ophthalmology.	100896531	Clin Experiment Ophthalmol	1442-6404
21823	"Progress in transplantation (Aliso Viejo, Calif.)"	100909380	Prog Transplant	1526-9248
21824	Neurological sciences	100959175	Neurol Sci	1590-1874
21830	Current gastroenterology reports.	100888896	Curr Gastroenterol Rep	1522-8037
21831	Current hypertension reports.	100888982	Curr Hypertens Rep	1522-6417
21832	Current cardiology reports.	100888969	Curr Cardiol Rep	1523-3782
21833	Current review of pain.	9438797	Curr Rev Pain	1069-5850
21834	Journal of motor behavior.	236512	J Mot Behav	0022-2895
21835	International journal of hygiene and environmental health.	100898843	Int J Hyg Environ Health	1438-4639
21837	Journal of medical biography.	9308895	J Med Biogr	0967-7720
21839	Current drug metabolism.	100960533	Curr Drug Metab	1389-2002
21840	"Optometry (St. Louis, Mo.)"	100912421	Optometry	1529-1839
21841	International maritime health.	100958373	Int Marit Health	1641-9251
21845	Digestive and liver disease	100958385	Dig Liver Dis	1590-8658
21847	Physician performance & payment report.	100927887	Physician Perform Paym Rep	1528-7378
21852	Ai zheng = Aizheng = Chinese journal of cancer.	9424852	Ai Zheng	1000-467X
21854	BMC bioinformatics [electronic resource].	100965194	BMC Bioinformatics	\N
21855	BMC genomics [electronic resource].	100965258	BMC Genomics	\N
21856	BMC biochemistry [electronic resource].	101084098	BMC Biochem	\N
21857	Genome informatics series	9717234	Genome Inform Ser Workshop Genome Inform	0919-9454
21858	"Breast cancer (Tokyo, Japan)"	100888201	Breast Cancer	1340-6868
21859	Contemporary topics in laboratory animal science / American Association for Laboratory Animal Science.	9204153	Contemp Top Lab Anim Sci	1060-0558
21860	"Journal of health, population, and nutrition."	100959228	J Health Popul Nutr	1606-0997
21861	Healthcare foodservice magazine	100954799	Healthc Foodserv Mag	\N
21862	Clinical resource management.	100955437	Clin Resour Manag	\N
21863	British journal of perioperative nursing	100935999	Br J Perioper Nurs	1467-1026
21869	Autonomic neuroscience	100909359	Auton Neurosci	1566-0702
21870	Doklady biophysics	7505460	Dokl Biophys	0012-4974
21872	The heart surgery forum.	100891112	Heart Surg Forum	1098-3511
21873	Current infectious disease reports.	100888983	Curr Infect Dis Rep	1523-3847
21874	Current interventional cardiology reports.	100888981	Curr Interv Cardiol Rep	1523-3839
21875	Current treatment options in cardiovascular medicine.	9815942	Curr Treat Options Cardiovasc Med	1092-8464
21876	Current treatment options in gastroenterology.	9815941	Curr Treat Options Gastroenterol	1092-8472
21877	Current treatment options in neurology.	9815940	Curr Treat Options Neurol	1092-8480
21878	Annals of anatomy = Anatomischer Anzeiger	100963897	Ann Anat	0940-9602
21879	International journal of palliative nursing.	9506762	Int J Palliat Nurs	1357-6321
21880	BMC genetics [electronic resource].	100966978	BMC Genet	\N
21881	BMC family practice [electronic resource].	100967792	BMC Fam Pract	\N
21882	BMC nephrology [electronic resource].	100967793	BMC Nephrol	\N
21883	Arthritis research.	100913255	Arthritis Res	1465-9905
21884	Breast cancer research	100927353	Breast Cancer Res	1465-5411
21886	"Critical care (London, England)"	9801902	Crit Care	1364-8535
21887	BMC molecular biology [electronic resource].	100966983	BMC Mol Biol	\N
21888	Comparative biochemistry and physiology. Toxicology & pharmacology	100959500	Comp Biochem Physiol C Toxicol Pharmacol	1532-0456
21889	Expert opinion on investigational drugs.	9434197	Expert Opin Investig Drugs	1354-3784
21890	Mitteilungen der Osterreichischen Gesellschaft fur Tropenmedizin und Parasitologie.	9438996	Mitt Osterr Ges Tropenmed Parasitol	1026-4906
21891	Seminars in musculoskeletal radiology.	9717520	Semin Musculoskelet Radiol	1089-7860
21892	Advances in skin & wound care.	100911021	Adv Skin Wound Care	1527-7941
21893	Nursing New Zealand.	9313253	Nurs N Z	1172-1979
21894	"Traffic (Copenhagen, Denmark)"	100939340	Traffic	1398-9219
21896	"Cancer journal (Sudbury, Mass.)"	100931981	Cancer J	1528-9117
21897	Issue brief (Health Policy Tracking Service)	9812946	Issue Brief Health Policy Track Serv	\N
21904	Genome biology	100960660	Genome Biol	1465-6906
21905	Canadian journal of nursing leadership.	100888575	Can J Nurs Leadersh	1481-9643
21906	ALTEX	100953980	ALTEX	0946-7785
21907	Alternatives to laboratory animals	8110074	Altern Lab Anim	0261-1929
21908	Briefings in bioinformatics	100912837	Brief Bioinform	1467-5463
21909	Hand surgery	9602613	Hand Surg	0218-8104
21910	Online journal of issues in nursing [electronic resource].	9806525	Online J Issues Nurs	\N
21912	Medical science monitor	9609063	Med Sci Monit	1234-1010
21916	Telemedicine journal and e-health	100959949	Telemed J E Health	1530-5627
21917	The Canadian journal of urology.	9515842	Can J Urol	1195-9479
21920	BMC cell biology [electronic resource].	100966972	BMC Cell Biol	\N
21921	BMC medical genetics [electronic resource].	100968552	BMC Med Genet	\N
21922	Current atherosclerosis reports.	100897685	Curr Atheroscler Rep	1523-3804
21923	Current rheumatology reports.	100888970	Curr Rheumatol Rep	1523-3774
21924	British journal of community nursing.	9815827	Br J Community Nurs	1462-4753
21925	"Dynamics (Pembroke, Ont.)"	100955578	Dynamics	1497-3715
21927	Current oncology reports.	100888967	Curr Oncol Rep	1523-3790
21928	Current psychiatry reports.	100888960	Curr Psychiatry Rep	1523-3812
21929	The health care manager.	100896672	Health Care Manag (Frederick)	1525-5794
21930	Heart failure reviews.	9612481	Heart Fail Rev	1382-4147
21931	"ILAR journal / National Research Council, Institute of Laboratory Animal Resources."	9516416	ILAR J	1084-2020
21932	Disease management advisor.	100961635	Dis Manag Advis	1531-5681
21934	Healthcare hazard management monitor	100955103	Healthc Hazard Manage Monit	1532-3633
21935	Saudi medical journal.	7909441	Saudi Med J	0379-5284
21936	Archivos de la Sociedad Espanola de Oftalmologia.	1304603	Arch Soc Esp Oftalmol	0365-6691
21937	Endocrine practice	9607439	Endocr Pract	1530-891X
21942	Journal of Alzheimer's disease	9814863	J Alzheimers Dis	1387-2877
21943	International biodeterioration & biodegradation.	9300892	Int Biodeterior Biodegradation	0964-8305
21944	"Waste management (New York, N.Y.)"	9884362	Waste Manag	0956-053X
21945	Healthcare leadership & management report.	100958264	Healthc Leadersh Manag Rep	1533-2292
