bmkegId	viewType	locked	vpdmfLabel	namespace	thumbnail
45592	.Scientist.%	\N	AC Berki	\N	\N
45593	.Scientist.%	\N	L Horváth	\N	\N
45594	.Resource.%.Publication.%.Article.%	\N	"Beltramo, Krieger, Tillet, Thibault, Calas, Mazzi, Franzoni (1994), `Immunolocalization of aromatic L-amino acid decarboxylase in goldfish (Carassius auratus) brain.` J Comp Neurol 343:209-27"	\N	\N
45595	.Scientist.%	\N	M Beltramo	\N	\N
45596	.Scientist.%	\N	M Krieger	\N	\N
45597	.Scientist.%	\N	V Mazzi	\N	\N
45598	.Resource.%.Publication.%.Article.%	\N	"Vogel, Prittie (1994), `Topographic spinocerebellar mossy fiber projections are maintained in the lurcher mutant.` J Comp Neurol 343:341-51"	\N	\N
45599	.Scientist.%	\N	MW Vogel	\N	\N
45600	.Scientist.%	\N	J Prittie	\N	\N
45601	.Resource.%.Publication.%.Article.%	\N	"Fuchs, Druger, Glasgow, Schechter (1994), `Differential expression of keratins in goldfish optic nerve during regeneration.` J Comp Neurol 343:332-40"	\N	\N
45602	.Resource.%.Publication.%.Article.%	\N	"Cozzi, Mikkelsen, Ravault, Locatelli, Fahrenkrug, Zhang, Møller (1994), `Density of peptide histidine-isoleucine- and vasoactive intestinal peptide-immunoreactive nerve fibers in the sheep pineal gland is not affected by superior cervical ganglionectomy.` J Comp Neurol 343:72-82"	\N	\N
45603	.Scientist.%	\N	A Locatelli	\N	\N
45604	.Scientist.%	\N	J Fahrenkrug	\N	\N
45605	.Scientist.%	\N	ET Zhang	\N	\N
45606	.Resource.%.Publication.%.Article.%	\N	"Striedter (1994), `The vocal control pathways in budgerigars differ from those in songbirds.` J Comp Neurol 343:35-56"	\N	\N
45607	.Scientist.%	\N	GF Striedter	\N	\N
45608	.Resource.%.Publication.%.Article.%	\N	"Heckroth (1994), `A quantitative morphological analysis of the cerebellar nuclei in normal and lurcher mutant mice. II. Volumetric changes in cytological components.` J Comp Neurol 343:183-92"	\N	\N
45609	.Resource.%.Publication.%.Article.%	\N	"Heckroth (1994), `Quantitative morphological analysis of the cerebellar nuclei in normal and lurcher mutant mice. I. Morphology and cell number.` J Comp Neurol 343:173-82"	\N	\N
45610	.Resource.%.Publication.%.Article.%	\N	"Feig, Harting (1994), `Ultrastructural studies of the primate lateral geniculate nucleus: morphology and spatial relationships of axon terminals arising from the retina, visual cortex (area 17), superior colliculus, parabigeminal nucleus, and pretectum of Galago crassicaudatus.` J Comp Neurol 343:17-34"	\N	\N
45611	.Resource.%.Publication.%.Article.%	\N	"Smith, Klevitsky, Akeson, Shipley (1994), `Taste bud expression of human blood group antigens.` J Comp Neurol 343:130-42"	\N	\N
45612	.Scientist.%	\N	R Klevitsky	\N	\N
45613	.Resource.%.Publication.%.Article.%	\N	"Shinoda, Nagano, Osawa (1994), `Neuronal aromatase expression in preoptic, strial, and amygdaloid regions during late prenatal and early postnatal development in the rat.` J Comp Neurol 343:113-29"	\N	\N
45614	.Resource.%.Publication.%.Article.%	\N	"Pulido-Caballero, Jiménez-Sampedro, Echevarría-Aza, Martínez-Millán (1994), `Postnatal development of vimentin-positive cells in the rabbit superior colliculus.` J Comp Neurol 343:102-12"	\N	\N
45615	.Scientist.%	\N	J Pulido-Caballero	\N	\N
45616	.Scientist.%	\N	F Jiménez-Sampedro	\N	\N
45617	.Scientist.%	\N	D Echevarría-Aza	\N	\N
45618	.Scientist.%	\N	L Martínez-Millán	\N	\N
45619	.Resource.%.Publication.%.Article.%	\N	"McRitchie, Törk (1994), `Distribution of substance P-like immunoreactive neurons and terminals throughout the nucleus of the solitary tract in the human brainstem.` J Comp Neurol 343:83-101"	\N	\N
45620	.Scientist.%	\N	DA McRitchie	\N	\N
45621	.Resource.%.Publication.%.Article.%	\N	"Zhao, Szaro (1994), `The return of phosphorylated and nonphosphorylated epitopes of neurofilament proteins to the regenerating optic nerve of Xenopus laevis.` J Comp Neurol 343:158-72"	\N	\N
45622	.Scientist.%	\N	Y Zhao	\N	\N
45623	.Resource.%.Publication.%.Article.%	\N	"De Giorgio, Parodi, Brecha, Brunicardi, Becker, Go, Sternini (1994), `Nitric oxide producing neurons in the monkey and human digestive system.` J Comp Neurol 342:619-27"	\N	\N
45624	.Scientist.%	\N	R De Giorgio	\N	\N
45625	.Scientist.%	\N	JE Parodi	\N	\N
45626	.Scientist.%	\N	FC Brunicardi	\N	\N
45627	.Scientist.%	\N	JM Becker	\N	\N
45628	.Scientist.%	\N	VL Go	\N	\N
45629	.Resource.%.Publication.%.Article.%	\N	"Bedi (1994), `Undernutrition of rats during early life does not affect the total number of cortical neurons.` J Comp Neurol 342:596-602"	\N	\N
45630	.Resource.%.Publication.%.Article.%	\N	"Levitt, Yoshioka, Lund (1994), `Intrinsic cortical connections in macaque visual area V2: evidence for interaction between different functional streams.` J Comp Neurol 342:551-70"	\N	\N
45631	.Resource.%.Publication.%.Article.%	\N	"Altschuler, Bao, Miselis (1994), `Dendritic architecture of hypoglossal motoneurons projecting to extrinsic tongue musculature in the rat.` J Comp Neurol 342:538-50"	\N	\N
45632	.Scientist.%	\N	X Bao	\N	\N
45633	.Resource.%.Publication.%.Article.%	\N	"Medina, Reiner (1994), `Distribution of choline acetyltransferase immunoreactivity in the pigeon brain.` J Comp Neurol 342:497-537"	\N	\N
45634	.Resource.%.Publication.%.Article.%	\N	"Aihara, Tanno, Hall, Pitts, Noble (1994), `Immunocytochemical localization of immunoglobulins in the rat brain: relationship to the blood-brain barrier.` J Comp Neurol 342:481-96"	\N	\N
45635	.Scientist.%	\N	N Aihara	\N	\N
45636	.Scientist.%	\N	H Tanno	\N	\N
45637	.Scientist.%	\N	JJ Hall	\N	\N
45638	.Resource.%.Publication.%.Article.%	\N	"Soriano, Del Río, Martínez, Supèr (1994), `Organization of the embryonic and early postnatal murine hippocampus. I. Immunocytochemical characterization of neuronal populations in the subplate and marginal zone.` J Comp Neurol 342:571-95"	\N	\N
45639	.Scientist.%	\N	A Martínez	\N	\N
45640	.Scientist.%	\N	H Supèr	\N	\N
45641	.Resource.%.Publication.%.Article.%	\N	"Fort, Luppi, Jouvet (1994), `Afferents to the nucleus reticularis parvicellularis of the cat medulla oblongata: a tract-tracing study with cholera toxin B subunit.` J Comp Neurol 342:603-18"	\N	\N
45642	.Resource.%.Publication.%.Article.%	\N	"Tuor, Kurpita, Simone (1994), `Correlation of local changes in cerebral blood flow, capillary density, and cytochrome oxidase during development.` J Comp Neurol 342:439-48"	\N	\N
45643	.Scientist.%	\N	G Kurpita	\N	\N
45644	.Scientist.%	\N	C Simone	\N	\N
45645	.Resource.%.Publication.%.Article.%	\N	"Takada, Tokuno, Ikai, Mizuno (1994), `Direct projections from the entopeduncular nucleus to the lower brainstem in the rat.` J Comp Neurol 342:409-29"	\N	\N
45646	.Scientist.%	\N	Y Ikai	\N	\N
45647	.Resource.%.Publication.%.Article.%	\N	"Watt, Glazebrook (1994), `Interaction between enkephalin and gamma-aminobutyric acid in the chicken retina: a double-label immunoelectron microscopic analysis.` J Comp Neurol 342:378-88"	\N	\N
45648	.Resource.%.Publication.%.Article.%	\N	"Seil, Drake-Baumann (1994), `Reduced cortical inhibitory synaptogenesis in organotypic cerebellar cultures developing in the absence of neuronal activity.` J Comp Neurol 342:366-77"	\N	\N
45649	.Scientist.%	\N	R Drake-Baumann	\N	\N
45650	.Resource.%.Publication.%.Article.%	\N	"Kaneko, Caria, Asanuma (1994), `Information processing within the motor cortex. II. Intracortical connections between neurons receiving somatosensory cortical input and motor output neurons of the cortex.` J Comp Neurol 345:172-84"	\N	\N
45651	.Scientist.%	\N	MA Caria	\N	\N
45652	.Resource.%.Publication.%.Article.%	\N	"Kaneko, Caria, Asanuma (1994), `Information processing within the motor cortex. I. Responses of morphologically identified motor cortical cells to stimulation of the somatosensory cortex.` J Comp Neurol 345:161-71"	\N	\N
45653	.Resource.%.Publication.%.Article.%	\N	"Schober, Malz, Schober, Meyer (1994), `NADPH-diaphorase in the central nervous system of the larval lamprey (Lampetra planeri).` J Comp Neurol 345:94-104"	\N	\N
45654	.Scientist.%	\N	A Schober	\N	\N
45655	.Scientist.%	\N	CR Malz	\N	\N
45656	.Scientist.%	\N	W Schober	\N	\N
45657	.Scientist.%	\N	DL Meyer	\N	\N
45658	.Resource.%.Publication.%.Article.%	\N	"Cliffer, Willis (1994), `Distribution of the postsynaptic dorsal column projection in the cuneate nucleus of monkeys.` J Comp Neurol 345:84-93"	\N	\N
45659	.Resource.%.Publication.%.Article.%	\N	"Delfs, Kong, Mestek, Chen, Yu, Reisine, Chesselet (1994), `Expression of mu opioid receptor mRNA in rat brain: an in situ hybridization study at the single cell level.` J Comp Neurol 345:46-68"	\N	\N
45660	.Scientist.%	\N	JM Delfs	\N	\N
45661	.Scientist.%	\N	H Kong	\N	\N
45662	.Scientist.%	\N	A Mestek	\N	\N
45663	.Scientist.%	\N	L Yu	\N	\N
45664	.Scientist.%	\N	T Reisine	\N	\N
45665	.Resource.%.Publication.%.Article.%	\N	"Chockkan, Hawkes (1994), `Functional and antigenic maps in the rat cerebellum: zebrin compartmentation and vibrissal receptive fields in lobule IXa.` J Comp Neurol 345:33-45"	\N	\N
45666	.Scientist.%	\N	V Chockkan	\N	\N
45667	.Resource.%.Publication.%.Article.%	\N	"Muske, Moore (1994), `Antibodies against different forms of GnRH distinguish different populations of cells and axonal pathways in a urodele amphibian, Taricha granulosa.` J Comp Neurol 345:139-47"	\N	\N
45668	.Scientist.%	\N	LE Muske	\N	\N
45669	.Scientist.%	\N	FL Moore	\N	\N
45670	.Resource.%.Publication.%.Article.%	\N	"Ganchrow, Ganchrow, Romano, Kinnamon (1994), `Ontogenesis and taste bud cell turnover in the chicken. I. Gemmal cell renewal in the hatchling.` J Comp Neurol 345:105-14"	\N	\N
45671	.Scientist.%	\N	JR Ganchrow	\N	\N
45672	.Scientist.%	\N	R Romano	\N	\N
45673	.Resource.%.Publication.%.Article.%	\N	"Wolfer, Henehan-Beatty, Stoeckli, Sonderegger, Lipp (1994), `Distribution of TAG-1/axonin-1 in fibre tracts and migratory streams of the developing mouse nervous system.` J Comp Neurol 345:1-32"	\N	\N
45674	.Scientist.%	\N	DP Wolfer	\N	\N
45675	.Scientist.%	\N	A Henehan-Beatty	\N	\N
45676	.Scientist.%	\N	ET Stoeckli	\N	\N
45677	.Scientist.%	\N	P Sonderegger	\N	\N
45678	.Scientist.%	\N	HP Lipp	\N	\N
45679	.Resource.%.Publication.%.Article.%	\N	"Henselmans, Wouterlood (1994), `Light and electron microscopic characterization of cholinergic and dopaminergic structures in the striatal complex and the dorsal ventricular ridge of the lizard Gekko gecko.` J Comp Neurol 345:69-83"	\N	\N
45680	.Scientist.%	\N	JM Henselmans	\N	\N
45681	.Resource.%.Publication.%.Article.%	\N	"Kulkarni, Getchell, Getchell (1994), `Neuronal nitric oxide synthase is localized in extrinsic nerves regulating perireceptor processes in the chemosensory nasal mucosae of rats and humans.` J Comp Neurol 345:125-38"	\N	\N
45682	.Scientist.%	\N	AP Kulkarni	\N	\N
45683	.Resource.%.Publication.%.Article.%	\N	"Wiens, Brownell (1994), `Neuroendocrine control of egg-laying behavior in the nudibranch, Archidoris montereyensis.` J Comp Neurol 344:619-25"	\N	\N
45684	.Scientist.%	\N	BL Wiens	\N	\N
45685	.Scientist.%	\N	PH Brownell	\N	\N
45686	.Resource.%.Publication.%.Article.%	\N	"Lui, Giolli, Blanks, Tom (1994), `Pattern of striate cortical projections to the pretectal complex in the guinea pig.` J Comp Neurol 344:598-609"	\N	\N
45687	.Scientist.%	\N	F Lui	\N	\N
45688	.Scientist.%	\N	EM Tom	\N	\N
45689	.Resource.%.Publication.%.Article.%	\N	"Xiong, Pallas, Lim, Finlay (1994), `Regulation of retinal ganglion cell axon arbor size by target availability: mechanisms of compression and expansion of the retinotectal projection.` J Comp Neurol 344:581-97"	\N	\N
45690	.Resource.%.Publication.%.Article.%	\N	"Lurie, Pijak, Selzer (1994), `Structure of reticulospinal axon growth cones and their cellular environment during regeneration in the lamprey spinal cord.` J Comp Neurol 344:559-80"	\N	\N
45691	.Scientist.%	\N	DS Pijak	\N	\N
45692	.Resource.%.Publication.%.Article.%	\N	"Lohmann, Rörig (1994), `Long-range horizontal connections between supragranular pyramidal cells in the extrastriate visual cortex of the rat.` J Comp Neurol 344:543-58"	\N	\N
45693	.Scientist.%	\N	H Lohmann	\N	\N
45694	.Scientist.%	\N	B Rörig	\N	\N
45695	.Resource.%.Publication.%.Article.%	\N	"Schmitt, Dowling (1994), `Early eye morphogenesis in the zebrafish, Brachydanio rerio.` J Comp Neurol 344:532-42"	\N	\N
45696	.Scientist.%	\N	EA Schmitt	\N	\N
45697	.Resource.%.Publication.%.Article.%	\N	"Brichta, Peterson (1994), `Functional architecture of vestibular primary afferents from the posterior semicircular canal of a turtle, Pseudemys (Trachemys) scripta elegans.` J Comp Neurol 344:481-507"	\N	\N
45698	.Resource.%.Publication.%.Article.%	\N	"Dermon, Barbas (1994), `Contralateral thalamic projections predominantly reach transitional cortices in the rhesus monkey.` J Comp Neurol 344:508-31"	\N	\N
45699	.Scientist.%	\N	CR Dermon	\N	\N
45700	.Resource.%.Publication.%.Article.%	\N	"English, Harper, Stayner, Wang, Davies (1994), `Localization of nerve growth factor (NGF) and low-affinity NGF receptors in touch domes and quantification of NGF mRNA in keratinocytes of adult rats.` J Comp Neurol 344:470-80"	\N	\N
45701	.Scientist.%	\N	S Harper	\N	\N
45702	.Scientist.%	\N	N Stayner	\N	\N
45703	.Scientist.%	\N	ZM Wang	\N	\N
45704	.Resource.%.Publication.%.Article.%	\N	"Tachibana, Wenthold, Morioka, Petralia (1994), `Light and electron microscopic immunocytochemical localization of AMPA-selective glutamate receptors in the rat spinal cord.` J Comp Neurol 344:431-54"	\N	\N
45705	.Scientist.%	\N	M Tachibana	\N	\N
45706	.Scientist.%	\N	H Morioka	\N	\N
45707	.Resource.%.Publication.%.Article.%	\N	"Prieto, Peterson, Winer (1994), `Laminar distribution and neuronal targets of GABAergic axon terminals in cat primary auditory cortex (AI).` J Comp Neurol 344:383-402"	\N	\N
45708	.Scientist.%	\N	JJ Prieto	\N	\N
45709	.Resource.%.Publication.%.Article.%	\N	"Gong, Bailey, Pixley, Ennis, Liu, Shipley (1994), `Localization and regulation of low affinity nerve growth factor receptor expression in the rat olfactory system during development and regeneration.` J Comp Neurol 344:336-48"	\N	\N
45710	.Scientist.%	\N	Q Gong	\N	\N
45711	.Scientist.%	\N	SK Pixley	\N	\N
45712	.Scientist.%	\N	W Liu	\N	\N
45713	.Resource.%.Publication.%.Article.%	\N	"Nagy, Woolf, Dray, Urbán (1994), `Cobalt accumulation in neurons expressing ionotropic excitatory amino acid receptors in young rat spinal cord: morphology and distribution.` J Comp Neurol 344:321-35"	\N	\N
45714	.Scientist.%	\N	I Nagy	\N	\N
45715	.Scientist.%	\N	A Dray	\N	\N
45716	.Scientist.%	\N	L Urbán	\N	\N
45717	.Resource.%.Publication.%.Article.%	\N	"Cournil, Helluy, Beltz (1994), `Dopamine in the lobster Homarus gammarus. I. Comparative analysis of dopamine and tyrosine hydroxylase immunoreactivities in the nervous system of the juvenile.` J Comp Neurol 344:455-69"	\N	\N
45718	.Scientist.%	\N	SM Helluy	\N	\N
45719	.Resource.%.Publication.%.Article.%	\N	"Prieto, Peterson, Winer (1994), `Morphology and spatial distribution of GABAergic neurons in cat primary auditory cortex (AI).` J Comp Neurol 344:349-82"	\N	\N
45720	.Resource.%.Publication.%.Article.%	\N	"Steiner, Gerfen (1994), `Tactile sensory input regulates basal and apomorphine-induced immediate-early gene expression in rat barrel cortex.` J Comp Neurol 344:297-304"	\N	\N
45721	.Scientist.%	\N	H Steiner	\N	\N
45722	.Resource.%.Publication.%.Article.%	\N	"Elmquist, Swanson, Sakaguchi, Ross, Jacobson (1994), `Developmental distribution of GFAP and vimentin in the Brazilian opossum brain.` J Comp Neurol 344:283-96"	\N	\N
45723	.Scientist.%	\N	JJ Swanson	\N	\N
45724	.Scientist.%	\N	DS Sakaguchi	\N	\N
45725	.Resource.%.Publication.%.Article.%	\N	"Kuang, Kalil (1994), `Development of specificity in corticospinal connections by axon collaterals branching selectively into appropriate spinal targets.` J Comp Neurol 344:270-82"	\N	\N
45726	.Resource.%.Publication.%.Article.%	\N	"Ma (1994), `Catecholaminergic systems in the zebrafish. II. Projection pathways and pattern of termination of the locus coeruleus.` J Comp Neurol 344:256-69"	\N	\N
45727	.Resource.%.Publication.%.Article.%	\N	"Ma (1994), `Catecholaminergic systems in the zebrafish. I. Number, morphology, and histochemical characteristics of neurons in the locus coeruleus.` J Comp Neurol 344:242-55"	\N	\N
45728	.Resource.%.Publication.%.Article.%	\N	"Lavoie, Parent (1994), `Pedunculopontine nucleus in the squirrel monkey: projections to the basal ganglia as revealed by anterograde tract-tracing methods.` J Comp Neurol 344:210-31"	\N	\N
45729	.Resource.%.Publication.%.Article.%	\N	"Veenman, Albin, Richfield, Reiner (1994), `Distributions of GABAA, GABAB, and benzodiazepine receptors in the forebrain and midbrain of pigeons.` J Comp Neurol 344:161-89"	\N	\N
45730	.Scientist.%	\N	RL Albin	\N	\N
45731	.Resource.%.Publication.%.Article.%	\N	"Parent, Hazrati (1994), `Multiple striatal representation in primate substantia nigra.` J Comp Neurol 344:305-20"	\N	\N
45732	.Resource.%.Publication.%.Article.%	\N	"Lavoie, Parent (1994), `Pedunculopontine nucleus in the squirrel monkey: distribution of cholinergic and monoaminergic neurons in the mesopontine tegmentum with evidence for the presence of glutamate in cholinergic neurons.` J Comp Neurol 344:190-209"	\N	\N
45733	.Resource.%.Publication.%.Article.%	\N	"Davis, McClellan (1994), `Extent and time course of restoration of descending brainstem projections in spinal cord-transected lamprey.` J Comp Neurol 344:65-82"	\N	\N
45734	.Scientist.%	\N	GR Davis	\N	\N
45735	.Scientist.%	\N	AD McClellan	\N	\N
45736	.Resource.%.Publication.%.Article.%	\N	"Chan, Guillery (1994), `Changes in fiber order in the optic nerve and tract of rat embryos.` J Comp Neurol 344:20-32"	\N	\N
45737	.Resource.%.Publication.%.Article.%	\N	"Sarrafizadeh, Houk (1994), `Anatomical organization of the limb premotor network in the turtle (Chrysemys picta) revealed by in vitro transport of biocytin and neurobiotin.` J Comp Neurol 344:137-59"	\N	\N
45738	.Scientist.%	\N	R Sarrafizadeh	\N	\N
45739	.Resource.%.Publication.%.Article.%	\N	"Yokoyama, Okamura, Nakajima, Taguchi, Ibata (1994), `Autoradiographic distribution of [3H]YM-09151-2, a high-affinity and selective antagonist ligand for the dopamine D2 receptor group, in the rat brain and spinal cord.` J Comp Neurol 344:121-36"	\N	\N
45740	.Scientist.%	\N	C Yokoyama	\N	\N
45741	.Scientist.%	\N	T Nakajima	\N	\N
45742	.Scientist.%	\N	J Taguchi	\N	\N
45743	.Resource.%.Publication.%.Article.%	\N	"Smith, Bennett, Bolam, Parent, Sadikot (1994), `Synaptic relationships between dopaminergic afferents and cortical or thalamic input in the sensorimotor territory of the striatum in monkey.` J Comp Neurol 344:1-19"	\N	\N
45744	.Scientist.%	\N	BD Bennett	\N	\N
45745	.Resource.%.Publication.%.Article.%	\N	"Schofield (1994), `Projections to the cochlear nuclei from principal cells in the medial nucleus of the trapezoid body in guinea pigs.` J Comp Neurol 344:83-100"	\N	\N
45746	.Resource.%.Publication.%.Article.%	\N	"Grothe, Schweizer, Pollak, Schuller, Rosemann (1994), `Anatomy and projection patterns of the superior olivary complex in the Mexican free-tailed bat, Tadarida brasiliensis mexicana.` J Comp Neurol 343:630-46"	\N	\N
45747	.Scientist.%	\N	B Grothe	\N	\N
45748	.Scientist.%	\N	G Schuller	\N	\N
45749	.Scientist.%	\N	C Rosemann	\N	\N
45750	.Resource.%.Publication.%.Article.%	\N	"Hitchcock, Cirenza (1994), `Synaptic organization of regenerated retina in the goldfish.` J Comp Neurol 343:609-16"	\N	\N
45751	.Scientist.%	\N	P Cirenza	\N	\N
45752	.Resource.%.Publication.%.Article.%	\N	"Barbaresi, Minelli, Manzoni (1994), `Topographical relations between ipsilateral cortical afferents and callosal neurons in the second somatic sensory area of cats.` J Comp Neurol 343:582-96"	\N	\N
45753	.Scientist.%	\N	A Minelli	\N	\N
45754	.Resource.%.Publication.%.Article.%	\N	"Schikorski, Braun, Zimmermann (1994), `Immunocytochemical characterization of the synaptic innervation of a single spinal neuron, the electric catfish electromotoneuron.` J Comp Neurol 343:647-57"	\N	\N
45755	.Scientist.%	\N	T Schikorski	\N	\N
45756	.Scientist.%	\N	N Braun	\N	\N
45757	.Scientist.%	\N	H Zimmermann	\N	\N
45758	.Resource.%.Publication.%.Article.%	\N	"Watson, Pflüger (1994), `Distribution of input synapses from processes exhibiting GABA- or glutamate-like immunoreactivity onto terminals of prosternal filiform afferents in the locust.` J Comp Neurol 343:617-29"	\N	\N
45759	.Resource.%.Publication.%.Article.%	\N	"Calingasan, Baker, Sheu, Gibson (1994), `Distribution of the alpha-ketoglutarate dehydrogenase complex in rat brain.` J Comp Neurol 346:461-79"	\N	\N
45760	.Scientist.%	\N	NY Calingasan	\N	\N
45761	.Scientist.%	\N	KF Sheu	\N	\N
45762	.Scientist.%	\N	GE Gibson	\N	\N
45763	.Resource.%.Publication.%.Article.%	\N	"Strassman, Potrebic, Maciewicz (1994), `Anatomical properties of brainstem trigeminal neurons that respond to electrical stimulation of dural blood vessels.` J Comp Neurol 346:349-65"	\N	\N
45764	.Scientist.%	\N	RJ Maciewicz	\N	\N
45765	.Resource.%.Publication.%.Article.%	\N	"Rajakumar, Rushlow, Naus, Elisevich, Flumerfelt (1994), `Neurochemical compartmentalization of the globus pallidus in the rat: an immunocytochemical study of calcium-binding proteins.` J Comp Neurol 346:337-48"	\N	\N
45766	.Scientist.%	\N	W Rushlow	\N	\N
45767	.Resource.%.Publication.%.Article.%	\N	"Strobel, Stuermer (1994), `Growth cones of regenerating retinal axons contact a variety of cellular profiles in the transected goldfish optic nerve.` J Comp Neurol 346:435-48"	\N	\N
45768	.Scientist.%	\N	G Strobel	\N	\N
45769	.Resource.%.Publication.%.Article.%	\N	"Carmichael, Clugnet, Price (1994), `Central olfactory connections in the macaque monkey.` J Comp Neurol 346:403-34"	\N	\N
45770	.Scientist.%	\N	ST Carmichael	\N	\N
45771	.Scientist.%	\N	MC Clugnet	\N	\N
45772	.Resource.%.Publication.%.Article.%	\N	"Carmichael, Price (1994), `Architectonic subdivision of the orbital and medial prefrontal cortex in the macaque monkey.` J Comp Neurol 346:366-402"	\N	\N
45773	.Resource.%.Publication.%.Article.%	\N	"Berkowitz, Stein (1994), `Descending propriospinal axons in the hindlimb enlargement of the red-eared turtle: cells of origin and funicular courses.` J Comp Neurol 346:321-36"	\N	\N
45774	.Scientist.%	\N	A Berkowitz	\N	\N
45775	.Scientist.%	\N	PS Stein	\N	\N
45776	.Resource.%.Publication.%.Article.%	\N	"Herbin, Repérant, Cooper (1994), `Visual system of the fossorial mole-lemmings, Ellobius talpinus and Ellobius lutescens.` J Comp Neurol 346:253-75"	\N	\N
45777	.Resource.%.Publication.%.Article.%	\N	"Wenstrup, Larue, Winer (1994), `Projections of physiologically defined subdivisions of the inferior colliculus in the mustached bat: targets in the medial geniculate body and extrathalamic nuclei.` J Comp Neurol 346:207-36"	\N	\N
45778	.Resource.%.Publication.%.Article.%	\N	"Winer, Wenstrup (1994), `The neurons of the medial geniculate body in the mustached bat (Pteronotus parnellii).` J Comp Neurol 346:183-206"	\N	\N
45779	.Resource.%.Publication.%.Article.%	\N	"Winer, Wenstrup (1994), `Cytoarchitecture of the medial geniculate body in the mustached bat (Pteronotus parnellii).` J Comp Neurol 346:161-82"	\N	\N
45780	.Resource.%.Publication.%.Article.%	\N	"Valtschanoff, Phend, Bernardi, Weinberg, Rustioni (1994), `Amino acid immunocytochemistry of primary afferent terminals in the rat dorsal horn.` J Comp Neurol 346:237-52"	\N	\N
45781	.Scientist.%	\N	KD Phend	\N	\N
45782	.Scientist.%	\N	PS Bernardi	\N	\N
45783	.Resource.%.Publication.%.Article.%	\N	"Moons, van Gils, Ghijsels, Vandesande (1994), `Immunocytochemical localization of L-dopa and dopamine in the brain of the chicken (Gallus domesticus).` J Comp Neurol 346:97-118"	\N	\N
45784	.Scientist.%	\N	E Ghijsels	\N	\N
45785	.Resource.%.Publication.%.Article.%	\N	"Schlaggar, O'Leary (1994), `Early development of the somatotopic map and barrel patterning in rat somatosensory cortex.` J Comp Neurol 346:80-96"	\N	\N
45786	.Scientist.%	\N	BL Schlaggar	\N	\N
45787	.Resource.%.Publication.%.Article.%	\N	"Robinson, Phillips, Fuchs (1994), `Coordination of gaze shifts in primates: brainstem inputs to neck and extraocular motoneuron pools.` J Comp Neurol 346:43-62"	\N	\N
45788	.Scientist.%	\N	JO Phillips	\N	\N
45789	.Resource.%.Publication.%.Article.%	\N	"Ostapoff, Feng, Morest (1994), `A physiological and structural study of neuron types in the cochlear nucleus. II. Neuron types and their structural correlation with response properties.` J Comp Neurol 346:19-42"	\N	\N
45790	.Resource.%.Publication.%.Article.%	\N	"Ma, Behar, Chang, Barker (1994), `Transient increase in expression of GAD65 and GAD67 mRNAs during postnatal development of rat spinal cord.` J Comp Neurol 346:151-60"	\N	\N
45791	.Scientist.%	\N	L Chang	\N	\N
45792	.Resource.%.Publication.%.Article.%	\N	"Moga, Saper (1994), `Neuropeptide-immunoreactive neurons projecting to the paraventricular hypothalamic nucleus in the rat.` J Comp Neurol 346:137-50"	\N	\N
45793	.Resource.%.Publication.%.Article.%	\N	"Hayakawa, Zyo (1994), `Fine structure of the supramammillary nucleus of the rat: analysis of the ultrastructural character of dopaminergic neurons.` J Comp Neurol 346:127-36"	\N	\N
45794	.Resource.%.Publication.%.Article.%	\N	"Feng, Kuwada, Ostapoff, Batra, Morest (1994), `A physiological and structural study of neuron types in the cochlear nucleus. I. Intracellular responses to acoustic stimulation and current injection.` J Comp Neurol 346:1-18"	\N	\N
45795	.Scientist.%	\N	R Batra	\N	\N
45796	.Resource.%.Publication.%.Article.%	\N	"Acevedo, Hall, Mulloney (1994), `Proctolin and excitation of the crayfish swimmeret system.` J Comp Neurol 345:612-27"	\N	\N
45797	.Scientist.%	\N	LD Acevedo	\N	\N
45798	.Resource.%.Publication.%.Article.%	\N	"Brecha, Weigmann (1994), `Expression of GAT-1, a high-affinity gamma-aminobutyric acid plasma membrane transporter in the rat retina.` J Comp Neurol 345:602-11"	\N	\N
45799	.Scientist.%	\N	C Weigmann	\N	\N
45800	.Resource.%.Publication.%.Article.%	\N	"Churchill, Kalivas (1994), `A topographically organized gamma-aminobutyric acid projection from the ventral pallidum to the nucleus accumbens in the rat.` J Comp Neurol 345:579-95"	\N	\N
45801	.Scientist.%	\N	L Churchill	\N	\N
45802	.Resource.%.Publication.%.Article.%	\N	"Lynd-Balta, Haber (1994), `Primate striatonigral projections: a comparison of the sensorimotor-related striatum and the ventral striatum.` J Comp Neurol 345:562-78"	\N	\N
45803	.Resource.%.Publication.%.Article.%	\N	"Eriksson, Panula (1994), `gamma-Aminobutyric acid in the nervous system of a planarian.` J Comp Neurol 345:528-36"	\N	\N
45804	.Scientist.%	\N	KS Eriksson	\N	\N
45805	.Resource.%.Publication.%.Article.%	\N	"Koliatsos, Price, Clatterbuck (1994), `Motor neurons in Onuf's nucleus and its rat homologues express the p75 nerve growth factor receptor: sexual dimorphism and regulation by axotomy.` J Comp Neurol 345:510-27"	\N	\N
45806	.Resource.%.Publication.%.Article.%	\N	"Alexander, Leeman (1994), `Estrogen-inducible neurotensin immunoreactivity in the preoptic area of the female rat.` J Comp Neurol 345:496-509"	\N	\N
